MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08リュール\nWhat is that? In the back there. Is that...\na throne?\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x08\x06ベレト\nThis resembles the Holy Tomb. That's a place\nfrom my world.\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0A\x08リュール\nWhat is the Holy Tomb?\x0E\x04\x00\x00
MID_OP1_#004	\x0E\x03\x02\x08\x06ベレト\nIt's where the goddess Sothis sleeps. For the\nChurch of Seiros, this is the holiest place of all.\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x08\x06ベレト\nTo ensure the safety of the tomb, a monastery\nwas built atop it.\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x0A\x08リュール\nOK... So, why is it here?\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x08\x06ベレト\nOnly a very few know the legend of Saint Seiros\nand the Holy Tomb.\x0E\x04\x00\x00
MID_OP1_#008	\x0E\x03\x02\x08\x06ベレト\nSaint Seiros received power and revelation from\nthe goddess and, with it, a sacred duty.\x0E\x04\x00\x00
MID_OP1_#009	\x0E\x03\x02\x08\x06ベレト\nShe was to save the people of Fódlan, and use\nher power wisely in order to lead them.\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x02\x08\x06ベレト\nPerhaps it's inevitable that we'd be guided here.\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x02\x0A\x08リュール\nWhy do you say that?\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x02\x08\x06ベレト\nIf the bond between us is to further strengthen,\nthen you must face a trial here.\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x02\x0A\x08リュール\nI see. And you want me to fight you, Byleth?\x0E\x04\x00\x00
MID_OP1_#014	\x0E\x03\x02\x08\x06ベレト\nShow me whether you can wisely use the power\nyou've gained on your journey so far.\x0E\x04\x00\x00
MID_OP1_#015	\x0E\x03\x02\x0A\x08リュール\nUnderstood.\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x02\x08\x06ベレト\nIn your eyes, I see no hesitation. Good.\nReady yourself!\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x02\x0A\x08リュール\nI'm ready. And I won't hold anything back!\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06ベレト\x02b\n\x0E\x05\x01\x16\x06ベレト\x0CNormal\n\x0E\x03\x02\x08\x06ベレト\nTo win the fight, keep your eyes wide. Always\nknow where your enemies are.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nWhat are those things scattered around\nthe battlefield?\x0E\x04\x00\x00
