MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNous y sommes presque. Poursuivons encore\nun peu en direction du nord, et nous arriverons\nau sanctuaire.\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x0A\x08リュール\nLe paysage est de plus en plus rocailleux.\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nOn se rapproche de Brodia. Il n'y a que\ndes montagnes là-bas.\x0E\x04\x02\x00
MID_OP1_#004	\x0E\x03\x02\x0A\x08リュール\nLes villages se raréfient aussi. J'imagine que\nça n'en fait qu'une zone plus propice pour\ndissimuler un Anneau d'Emblème.\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x0E\x0Cアルフレッド\nEn effet. Plus on se rapproche de la frontière\nbrodienne, plus le froid s'intensifie et le\ncalme règne.\x0E\x04\x02\x00
MID_OP1_#006	Comme vous pouvez le voir, il n'y a pas âme\nqui vive à l'horizon.\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x0A\x08リュール\nEn effet. Je ne vois personne...\x0E\x04\x02\x00
MID_OP1_#008	À part elle.\x0E\x04\x00\x00
MID_OP1_#009	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh !\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0C\x06ユナカ\x023\n\x0E\x06\x00"\x06ユナカ\x18MPID_Unknown\n\x0E\x03\x02\x08\x06ユナカ\nJette un coup d'œil à gauche, à droite...\nAttends un peu...\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x01\x08\x06ユナカ\n\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMais que peut-elle bien faire ici ?\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0C\x06ユナカ\x023\n\x0E\x03\x02\x08\x06ユナカ\n...\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x01\x08\x06ユナカ\n\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nElle pleure.\x0E\x04\x00\x00
MID_OP1_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nIl y a de quoi vous fendre le cœur, non ?\x0E\x04\x02\x00
MID_OP1_#015	Je ferais mieux de l'aider. Je suis son prince,\naprès tout. Je ne peux pas rester les bras\nballants tandis que mon peuple souffre.\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08リュール\nAlfred, attendez !\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x02\x08\x06ユナカ\nOh, dans quel pétrin je me suis fourrée !\x0E\x04\x00\x00
MID_OP1_#018	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBien le bonjour !\x0E\x04\x00\x00
