MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08リュール\nOù sommes-nous ?\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x08\x06アイク\nAu château de Gebal. En tout cas, ça y\nressemble.\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0A\x08リュール\nUn endroit où vous êtes déjà allé ?\x0E\x04\x00\x00
MID_OP1_#004	\x0E\x03\x02\x08\x06アイク\nOui. C'est près de la frontière entre les nations\nde Crimea et de Gallia.\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x08\x06アイク\nC'est intéressant de voir que c'est ici qu'aura\nlieu l'épreuve.\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x0A\x08リュール\nL'épreuve ?\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x08\x06アイク\nNous avons été poursuivis jusqu'ici par les\narmées du royaume de Daein. Elles nous ont\nassiégés, nous piégeant entre ces murs.\x0E\x04\x00\x00
MID_OP1_#008	\x0E\x03\x02\x08\x06アイク\nToute retraite était coupée. Leurs forces étaient\nécrasantes.\x0E\x04\x00\x00
MID_OP1_#009	\x0E\x03\x02\x08\x06アイク\nMon père était mort, et j'avais repris son rôle\nde chef des mercenaires de Greil.\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x02\x08\x06アイク\nC'est là que j'ai enduré ma première\ngrande épreuve.\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x02\x0A\x08リュール\nÇa a dû être très difficile. Qu'avez-vous fait ?\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x02\x08\x06アイク\nJ'ai combattu. Pour protéger ma sœur et\nles mercenaires de Greil.\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x02\x08\x06アイク\nSi vous vous trouviez dans la même situation,\nque feriez-vous ?\x0E\x04\x00\x00
MID_OP1_#014	\x0E\x03\x02\x0A\x08リュール\nJ'aime penser que je me battrais également.\nJe ne veux pas qu'il arrive du mal aux\npersonnes auxquelles je tiens.\x0E\x04\x00\x00
