MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nDifficile à croire qu'il y avait une montagne\njuste à l'emplacement de ce lac.\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nJe sens clairement un fragment\nde Dragon déchu ici.\x0E\x04\x02\x00
MID_OP1_#003	Zephia disait vrai. Il est bien là, tout au\nfond de ce lac.\x0E\x04\x00\x00
MID_OP1_#004	\x0E\x03\x02\x0A\x08リュール\nElle a dit que le cristal enchanté permettrait\nd'atteindre cette zone submergée.\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x0A\x08ヴェイル\nMais nous n'aurons que quelques heures. Donc\nune fois que nous l'aurons utilisé, nous devrons\nrejoindre le fragment au plus vite.\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x0A\x08リュール\nMerci.\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nBien, allons-y !\x0E\x04\x00\x00
MID_OP1_#008	\x0E\x03\x02\x0A\x08リュール\nÇa commence ! Mais... attendez, que se\npasse-t-il ?\x0E\x04\x00\x00
MID_OP1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nLa montagne se dresse ! Ou... ou est-ce que\nc'est le lac qui disparaît ? Ne vous éloignez pas\nles uns des autres !\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x02\x0A\x08リュール\nNon, nous sommes en danger ici...
MID_OP1_#011	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x02\x0A\x08ヴェイル\nMon frère !\x0E\x04\x00\x00
MID_OP1_#011_F	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x02\x0A\x08ヴェイル\nMa sœur !\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x0E\x08リュール\x024\n\x0E\x03\x02\x0A\x08リュール\nVeyle !\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nOn dirait que j'ai atterri loin des autres.\x0E\x04\x02\x00
MID_OP2_#002	Le lac a disparu ! La montagne est... juste là !\x0E\x04\x02\x00
MID_OP2_#003	J'imagine que le cristal a fonctionné.\nMaintenant, je ferais bien de retrouver\nles autres.\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x00\x18\x12M024_リュール\x021\n\x0E\x06\x00.\x12M024_リュール\x18MPID_Unknown\n\x0E\x03\x02\x14\x12M024_リュール\nHé, vous.\x0E\x04\x02\x00
MID_OP2_#005	\x0E\x03\x02\x0A\x08リュール\nHein ?\x0E\x04\x02\x00
MID_OP2_#006	...\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x14\x12M024_リュール\nComme c'est étrange. Votre visage ressemble\nau mien.\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x02\x0A\x08リュール\nNon, quoi ? Ça ne peut pas être... moi.\x0E\x04\x00\x00
