MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08ルミエル\nQue fais-tu ici... tout\x0E\x0A\x00\x06
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08リュール\nHé hé...\x0E\x04\x00\x00
MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_OP1_#002	Que s'est-il passé ?\nEst-ce que c'était moi ?\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\nEst-ce que vous allez bien ? Vous sembliez\nêtre en plein cauchemar.\x0E\x04\x00\x00
MID_OP1_#004	\x0E\x03\x02\x0A\x08リュール\nC'était le cas. Mais ça va mieux, maintenant.\x0E\x04\x02\x00
MID_OP1_#005	Vous étiez là tout le temps ?\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x08\x06マルス\nEh bien, vous vous êtes endormi\x0E\x0A\x00\x06
MID_OP1_#007	\x0E\x03\x02\x0A\x08リュール\nOh, je suis désolé\x0E\x0A\x00\x06
MID_OP1_#008	\x0E\x03\x02\x08\x06マルス\nCe n'est pas grave, vous pouvez le garder.\nAinsi, je pourrai intervenir, s'il arrive quoi\nque ce soit.\x0E\x04\x02\x00
MID_OP1_#009	Qui plus est... Nous sommes ensemble depuis\nmille ans, une séparation me mettrait\nmal à l'aise.\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x02\x0A\x08リュール\nDites, Marth... J'étais comment ?\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x02\x08\x06マルス\nHmm...\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x02\x0A\x08リュール\nVous me connaissiez déjà jadis. Il y a forcément\ndes détails dont vous vous rappelez.\x0E\x04\x02\x00
MID_OP1_#013	\x0E\x03\x02\x08\x06マルス\nVoyons...\x0E\x04\x02\x00
MID_OP1_#014	Vous étiez bienveillant\x0E\x0A\x00\x06
MID_OP1_#015	Prenez votre temps, vos souvenirs reviendront\nd'eux-mêmes. C'est aussi ce que Lumera\nvous a conseillé, n'est-ce pas ?\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x02\x0A\x08リュール\nEffectivement. Excusez-moi de manquer\nde patience. Je n'ai pas pu m'en empêcher.\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x02\x08\x06マルス\nCe n'est rien.\x0E\x04\x02\x00
MID_OP1_#018	...\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x02\x0A\x08リュール\nQu'est-ce que c'était ?\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x02\x08\x06マルス\nJe l'ignore. Une attaque ennemie ?\x0E\x04\x02\x00
MID_OP1_#021	Nous ferions mieux d'aller voir. Je m'inquiète\nau sujet de Lumera. Sans oublier nos autres\ncompagnons.\x0E\x04\x00\x00
MID_OP1_#022	\x0E\x03\x02\x0A\x08リュール\nAllons-y !\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x00\x06\x04TS\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06フラン\x023\n\x0E\x03\x00\x0C\x06クラン\x024\n\x0E\x03\x02\x0A\x08リュール\nVander ! Clanne ! Framme !\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0C\nヴァンドレ\nAh, Votre Divinité ! Vous n'avez\nrien ! Quel soulagement !\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x0A\x08リュール\nQue se passe-t-il ? Dites-le-moi.\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x02\x08\x06フラン\nDes ennemis ont déboulé et détruit les remparts\ndu château comme s'ils étaient en papier !\x0E\x04\x00\x00
MID_OP2_#005	\x0E\x03\x02\x08\x06クラン\nIls sont allés dans la chambre des Anneaux,\nprobablement pour les Anneaux d'Emblèmes !\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0C\nヴァンドレ\nSa Majesté Lumera protège\nla chambre en ce moment même.\x0E\x04\x00\x00
MID_OP2_#006_2	\x0E\x03\x02\x0C\nヴァンドレ\nVite ! Nous devons voler à son secours !\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x0A\x08リュール\nEntendu, faisons ça. Suivez-moi !\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\nIls sont trop nombreux ! Jamais nous\nne pourrons nous frayer un chemin\njusqu'à la chambre des Anneaux.\x0E\x04\x00\x00
