MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ジェーデ_兜あり\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x06\x04ボネ\nJade? Was tust du denn da?\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nIch übe mich in Achtsamkeit.\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x06\x04ボネ\nAh... Ich vernahm ein Gerücht, das besagte, du\nwürdest bei Anspannungen in deiner Rüstung\nmeditieren. Es scheint die Wahrheit zu sein.\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nKann ich dir bei irgendetwas helfen?\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x06\x04ボネ\nEs ist nur... Du siehst so appetitlich aus.\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nEntschuldigung?\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x06\x04ボネ\nDeine Ruhe, in eine Rüstung gekleidet... Ich\nwerde an eine meiner Lieblingsspeisen erinnert.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x06\x04ボネ\nMan nimmt den Panzer einer Krabbe, füllt ihn\nmit Gemüse, Fleisch und Reis, und lässt alles\ndrei Tage lang schmoren.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x06\x04ボネ\nOh... Ich werde hungrig...\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nDu machst es mir schwer, zu meditieren,\nBunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x06\x04ボネ\nPst, pssst... Ich kann es fast schmecken...\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x06\x04ボネ\nDiese herzhaften Bissen eines üppig gefüllten\nKrabbenpanzers...\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nBitte geh weg, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x06\x04ボネ\nOh, habe ich dich belästigt? Dann lebe wohl.\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x01\x06\x04ボネ\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nNun bekomme ICH Hunger.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x06\x04ボネ\nGute Neuigkeiten, Jade. Ich lade dich zu der\ngefüllten Krabbe ein, über die wir uns neulich\nunterhielten.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nIch kann mich an keine Unterhaltung erinnern.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x06\x04ボネ\n„Jades Ruhe“ – das wäre doch ein guter Name\ndafür, findest du nicht?\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0A\x08ジェーデ\nOh. Richtig! Jetzt erinnere ich mich.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08ジェーデ\nDu hast geredet, während ich in meiner\nRüstung meditierte. Dann hast du mich mit\nMeeresfrüchten verglichen.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0A\x08ジェーデ\nEs ging um irgendetwas wie... verschiedene\nZutaten in einen Krabbenpanzer zu füllen.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x06\x04ボネ\nJa, ja. Wie dem auch sei... Deine Rüstung.\nDarf ich mal daran lecken?\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08ジェーデ\nDieses Gespräch ist beendet.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x06\x04ボネ\nDeine Rüstung könnte ein guter Ersatz für einen\nKrabbenpanzer sein. So viel Platz...\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x06\x04ボネ\nAber bei welcher Temperatur schmort man\nMetall?\x0E\x04\x00\x00
