MID_OP1_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_OP1_#002	Wo bin ich?\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06フラン\x023\n\x0E\x03\x02\x08\x06フラン\nHuch?\x0E\x04\x00\x00
MID_OP1_#004	\x0E\x03\x02\x08\x06クラン\nWhoa. Siehst du dasselbe wie ich?\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x0A\x08リュール\nHallo. Wer seid ihr denn?\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x08\x06フラン\nIhr seid erwacht!\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x0A\x08リュール\nWas?\x0E\x04\x00\x00
MID_OP1_#008	\x0E\x03\x02\x08\x06フラン\nIhr seid also wirklich wach, ja?\x0E\x04\x00\x00
MID_OP1_#009	\x0E\x03\x02\x08\x06クラン\nIhr seid \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin\n\x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x02\x0A\x08リュール\nÄh...\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x02\x08\x06フラン\nDas gibt's ja nicht!\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x02\x08\x06クラン\nUnglaublich!\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x02\x08\x06クラン\n\x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin ist endlich erwacht!\x0E\x04\x00\x00
MID_OP1_#014	\x0E\x03\x01\x08\x06フラン\n\x0E\x03\x01\x08\x06クラン\n\x0E\x03\x02\x0A\x08リュール\nHe, wartet!\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x02\x0C\nヴァンドレ\nRuhig, ruhig, ihr zwei. Was macht ihr hier für\neinen Aufruhr?\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nÄh... Hm?\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x0C\nヴァンドレ\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin \x0E\x06\x03\x00!\x0E\x04\x02\x00
MID_OP2_#004	Ein Wunder ist geschehen! Ein wahres Wunder!\n\x0E\x0A\x00\x10\x06Der\x06Die Göttliche ist endlich erwacht!\x0E\x04\x02\x00
MID_OP2_#005	Dass ich den Tag noch erleben darf, an dem Ihr\nvor mir steht. Welch Ehre!\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0A\x08リュール\nÄhm. Ich will ja nicht unhöflich sein, aber... wer\nseid Ihr?\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x0C\nヴァンドレ\nAh! Ich bitte um Verzeihung. Ich habe kurz die\nBeherrschung verloren.\x0E\x04\x02\x00
MID_OP2_#008	Mein Name ist Vander. Ich bin der\n32. Drachenbehüter.\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x0A\x08リュール\nHallo, Sir Vander.\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0C\nヴァンドレ\nBei den Himmeln, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche! Es ist nicht nötig,\ndass Ihr mich so förmlich ansprecht. Vander\nallein genügt.\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x00\x0C\x06フラン\x023\n\x0E\x03\x00\x0C\x06クラン\x024\n\x0E\x03\x02\x08\x06フラン\nSeht Ihr? Ich habe Euch doch gesagt, dass \x0E\x0A\x00\x10\x06der\x06die\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin erwacht ist!\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02\x08\x06クラン\nJa! Wir haben die Wahrheit gesagt!\x0E\x04\x00\x00
MID_OP2_#013	\x0E\x03\x02\x0A\x08リュール\nIhr zwei... Ich glaube, eure Namen kenne ich\nnoch nicht.\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x08\x06クラン\nOh, entschuldigt! Wir waren so aufgeregt, dass\nwir ganz vergessen haben, uns vorzustellen.\x0E\x04\x02\x00
MID_OP2_#015	Wir sind die 33. Drachenbehüter! Mein Name ist\nClanne. Freut mich, Euch kennenzulernen.\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x02\x08\x06フラン\nUnd ich bin Framme! Wir sind Zwillinge.\x0E\x04\x02\x00
MID_OP2_#017	Wir haben seit einer Ewigkeit darauf gewartet,\ndass Ihr erwacht!\x0E\x04\x00\x00
MID_OP2_#018	\x0E\x03\x02\x0C\nヴァンドレ\nAls Drachenbehüter ist es unsere Aufgabe, Euch\nzu beschützen und für Euch zu sorgen.\x0E\x04\x02\x00
MID_OP2_#019	Generation für Generation harrten unsere\nVorfahren des Tages, an dem Ihr erwachen\nwürdet...\x0E\x04\x02\x00
MID_OP2_#020	Ich gestehe, ich bin erstaunt, dass dies endlich\neingetreten ist.\x0E\x04\x02\x00
MID_OP2_#021	Ihr müsst wissen, es sind bereits tausend Jahre\nvergangen, seit der erste Behüter seinen Posten\neinnahm.\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x0A\x08リュール\nTausend Jahre? So lange habe ich geschlafen?\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x0C\nヴァンドレ\nDas habt Ihr. Eure Mutter – die Wyrmgottkönigin\nLumera – hat diesen Tag seit Langem herbeige-\nsehnt.\x0E\x04\x02\x00
MID_OP2_#024	Nun seid Ihr, selbst \x0E\x0A\x00:\x18ein Wyrmgott\x1Eeine Wyrmgöttin, endlich\nerwacht. Das kann nur Großes bedeuten.\x0E\x04\x00\x00
