MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x02\x0C\nエーティエ\nHyah!\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x0C\nエーティエ\nPuh. Das sollte für heute reichen.\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x00\x0E\x08ジェーデ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHmmm...\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x0C\nエーティエ\nOh. Hallo, Jade.\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x0C\nエーティエ\nKleine Trainingseinheit mitten in der Nacht?\nBraves Mädchen.\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x0A\x08ジェーデ\nOh, aber ich trainiere nicht.\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0C\nエーティエ\nKeine falsche Bescheidenheit.\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x0C\nエーティエ\nIch sehe dich hier schließlich jede Nacht.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0A\x08ジェーデ\nAber wenn ich es dir doch sage...\nIch trainiere nicht.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0C\nエーティエ\nKlar, natürlich. Dass ihr Brodianer auch immer\nalles herunterspielen müsst...\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x0C\nエーティエ\n„So ein kurzes Intermezzo kann man wohl\nkaum als richtiges Training bezeichnen“,\noder so was in der Art.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0C\nエーティエ\nEines Tages schaff ich's noch, mit dir\ngleichzuziehen.\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x0A\x08ジェーデ\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0A\x08ジェーデ\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0C\nエーティエ\nEntschuldige, wie war das?\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0A\x08ジェーデ\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0C\nエーティエ\nWas hast du da gerade gemurmelt?\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0C\nエーティエ\nDu musst schon etwas lauter sprechen, Jade!\x0E\x04\x00\x00
MID_RELIANCE_C_#019	\x0E\x03\x02\x0A\x08ジェーデ\nAch, schon gut.\x0E\x04\x00\x00
MID_RELIANCE_C_#020	\x0E\x03\x02\x0C\nエーティエ\nKlar. Wenn du es sagst...\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x02\x0C\nエーティエ\nPuh! War wieder ein tolles Training.\nIch fühl mich, als könnte ich es mit der\nganzen Welt aufnehmen!\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x00\x0E\x08ジェーデ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHmmm.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0C\nエーティエ\nWaaah!\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0C\nエーティエ\nHast du mich vielleicht erschreckt, Jade.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08ジェーデ\nEntschuldige. War nicht meine Absicht.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nエーティエ\nMir ist aufgefallen, dass du mich seit unserer\nletzten Begegnung neulich beobachtest. Was\nsoll das Ganze?\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0A\x08ジェーデ\nÄh...\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0C\nエーティエ\nWenn du nicht mit der Sprache rausrückst,\nwerd ich Prinz Diamant davon berichten.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08ジェーデ\nW-warte! Ich erzähle es dir.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0A\x08ジェーデ\nIch habe dich beobachtet und mir dabei ein\npaar Notizen für eine Figur in meinem nächsten\nRoman gemacht. Weiter nichts.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0C\nエーティエ\nNotizen für eine Romanfigur? Das war es also,\nwas du vor dich hingemurmelt hast?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nエーティエ\nIch will diese Notizen sehen, und zwar sofort.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08ジェーデ\nNein.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nエーティエ\nDoch!\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08ジェーデ\nNein.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nエーティエ\nWarum darf ich sie nicht sehen?!\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08ジェーデ\nDarum.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0C\nエーティエ\nOh. Jetzt wird mir einiges klar!\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0C\nエーティエ\nIch hab von Gerüchten gehört, dass es da wohl\neine brodianische Getreue gibt, die gerne\nalberne Geschichten schreibt.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0C\nエーティエ\nDas bist du, stimmt's?\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0A\x08ジェーデ\nIch, äh...\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0C\nエーティエ\nUnd weil ich nun eine Figur darin bin, willst du\nmir deine Aufzeichnungen nicht zeigen. Kommt\ndas in etwa hin?\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0C\nエーティエ\nJede Wette, dass du mich total hochnäsig\nund zänkisch rüberkommen lässt.\x0E\x04\x00\x00
MID_RELIANCE_B_#024	\x0E\x03\x02\x0A\x08ジェーデ\nNein. So ist es ganz und gar nicht.\x0E\x04\x00\x00
MID_RELIANCE_B_#025	\x0E\x03\x02\x0C\nエーティエ\nLüg mich nicht an. Ich durchschaue dich.\nWag es nicht, dich über mich lustig zu machen,\nverstanden?!\x0E\x04\x00\x00
MID_RELIANCE_B_#026	\x0E\x03\x02\x0A\x08ジェーデ\nAber das würde ich doch nie...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x02\x0C\nエーティエ\nHYAH! Ha!\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nエーティエ\nPuuuh. Wenn DAS mal kein ordentliches\nTraining war...\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x00\x0E\x08ジェーデ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nDas sah wirklich beeindruckend aus, Etie.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nHier. Ein erster Entwurf des Romans, den ich\nneulich erwähnte. Ich möchte, dass du ihn liest.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0C\nエーティエ\nBist du dir sicher?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08ジェーデ\nJa. Entschuldige, dass ich dich beim letzten Mal\nkeinen Blick darauf werfen ließ. Ich wollte damit\nbis zu seiner Fertigstellung warten.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0C\nエーティエ\nKlingt logisch. Dann lass mal sehen.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nエーティエ\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nエーティエ\nDas kommt mir alles so vertraut vor.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0C\nエーティエ\nDarin geht's um mich, stimmt's?\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08ジェーデ\nIn gewissem Sinne schon. Die Protagonistin\nist selbstsicher, unabhängig und will anderen\nnicht zur Last fallen.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08ジェーデ\nAußerdem ist sie athletisch und körperlich sehr\nstark. Sie hat viel Zeit und Mühe in ihr Training\ninvestiert und ist stolz auf ihren Körper.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08ジェーデ\nEine gemeißelte Gestalt mit bezauberndem\nÄußeren. Eine kühne Figur, von überall auf dem\nSchlachtfeld zu erkennen.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0A\x08ジェーデ\nDafür musste ich jemanden studieren, der\nüber all diese Qualitäten verfügt. Deshalb\nfiel meine Wahl auf dich, Etie.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0C\nエーティエ\nHui, Jade. Ich weiß gar nicht, was ich sagen soll.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08ジェーデ\n„Alberne Geschichten“ schreibe ich viel zu oft,\ndeshalb wollte ich mich der Herausforderung\nstellen und mich an etwas Ernsterem versuchen.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08ジェーデ\nUm dieses Buch zu etwas Besonderem zu\nmachen, brauchte ich Figuren, die gleicher-\nmaßen glaubhaft wie auch charmant sind.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0A\x08ジェーデ\nDu schienst mir dafür perfekt geeignet zu sein,\nalso begann ich mit meinen Aufzeichnungen.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0A\x08ジェーデ\nDich zu beobachten half mir, dieser Figur\nLeben einzuhauchen und eine Geschichte\nfür sie auszuarbeiten. Vielen Dank dafür.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0C\nエーティエ\nIch wusste nicht, dass du so von mir denkst.\nTut mir leid, dass ich so fies zu dir war.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0C\nエーティエ\nSag mal, hättest du vielleicht Lust, mit mir\neine Runde laufen zu gehen, als kleines\nFriedensangebot?\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08ジェーデ\nHm?\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0C\nエーティエ\nWir können uns dabei ja auch ein bisschen\nunterhalten. Vielleicht kannst du was davon\nin deiner Geschichte verwenden.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0A\x08ジェーデ\nDann habe ich also deine Erlaubnis, meinen\nEntwurf weiter auszuarbeiten und dich auch\nkünftig als Quelle der Inspiration zu nutzen?\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0C\nエーティエ\nTu das nur! Das wird ein echtes Meisterwerk!\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0A\x08ジェーデ\nDanke, Etie. Ich werde mein Bestes geben,\num dir gerecht zu werden.\x0E\x04\x00\x00
MID_RELIANCE_A_#027	\x0E\x03\x02\x0A\x08ジェーデ\nEine letzte Bitte hätte ich dennoch...\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x0C\nエーティエ\nUnd die wäre?\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0A\x08ジェーデ\nMeine Stammleser sind es gewohnt, dass den\nFiguren in meinen Werken ein oder zwei kleine\nMissgeschicke passieren, also...\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x0A\x08ジェーデ\nAn einer bestimmten Stelle der Geschichte wird\ndie Protagonistin wild fuchtelnd über ihre Füße\nstolpern. Wärst du damit einverstanden?\x0E\x04\x00\x00
MID_RELIANCE_A_#031	\x0E\x03\x02\x0C\nエーティエ\nÄh... Sicher doch. Aber nur einmal. Und schreib\ndazu, dass ich mir dabei nicht wehtue.\x0E\x04\x00\x00
MID_RELIANCE_A_#032	\x0E\x03\x02\x0A\x08ジェーデ\nHahaha, wird gemacht.\x0E\x04\x00\x00
