MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nFast da. Nur noch ein kleines Stückchen weiter\nnach Norden, dann sind wir am Schrein.\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x0A\x08リュール\nDie Landschaft ist ganz schön steinig geworden.\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nWir nähern uns Brodia. Da oben gibt's nur\nBerge.\x0E\x04\x02\x00
MID_OP1_#004	\x0E\x03\x02\x0A\x08リュール\nIch sehe hier auch weniger Dörfer. Die Gegend\neignet sich wohl gut, um einen Emblem-Ring zu\nverstecken, schätze ich.\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x0E\x0Cアルフレッド\nJa. Je näher man der Grenze zu Brodia kommt,\ndesto kälter und ruhiger wird es.\x0E\x04\x02\x00
MID_OP1_#006	Seht. Es ist niemand hier.\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x0A\x08リュール\nIhr habt recht. Es ist niemand hier...\x0E\x04\x02\x00
MID_OP1_#008	Abgesehen von ihr.\x0E\x04\x00\x00
MID_OP1_#009	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh!\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0C\x06ユナカ\x023\n\x0E\x06\x00"\x06ユナカ\x18MPID_Unknown\n\x0E\x03\x02\x08\x06ユナカ\nErst mal sollte ich mich in Ruhe umschauen...\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x01\x08\x06ユナカ\n\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIch frage mich, was sie hier tut.\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0C\x06ユナカ\x023\n\x0E\x03\x02\x08\x06ユナカ\nUff... Uff...\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x01\x08\x06ユナカ\n\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nSie weint.\x0E\x04\x00\x00
MID_OP1_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nIst das nicht herzzerreißend?\x0E\x04\x02\x00
MID_OP1_#015	Ich werde ihr helfen. Ich bin schließlich ihr\nPrinz. Ich ertrage es nicht, mein Volk leiden\nzu sehen.\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x02\x0A\x08リュール\nAlfred, wartet!\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x02\x08\x06ユナカ\nOh, in was für einem Schlamassel ich doch\nstecke.\x0E\x04\x00\x00
MID_OP1_#018	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHallo!\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x02\x08\x06ユナカ\nWas?\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nWas ist los? Kann ich helfen?\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x08\x06ユナカ\n...\x0E\x04\x02\x00
MID_OP1_#022	Su... Su...\x0E\x04\x00\x00
MID_OP1_#023	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nIch hatte befürchtet, dass wir dich erschrecken\nkönnten. Verzeih, dass wir so unvermittelt\nauftauchen und--\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x02\x08\x06ユナカ\nSuperduper! Ihr kommt genau rechtzeitig.\nIch bin gerettet!\x0E\x04\x00\x00
MID_OP1_#025	\x0E\x03\x02\x0A\x08リュール\nÄh...\x0E\x04\x00\x00
