MID_DIE_El_E	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x10\x04エル\x08Pain\n\x0E\x03\x02\x06\x04エル\nArgh! Nein... Ich darf hier nicht sterben.\nNoch nicht...\x0E\x04\x00\x00
MID_DIE_CASUAL_El	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x10\x04エル\x08Pain\n\x0E\x03\x02\x06\x04エル\nIch kann es mir nicht erlauben... hier zu fallen.\nUm \x0E\x0A\x00<\x1Cdes Wyrmgottes\x1Cder Wyrmgöttin willen werde ich... mich\nzurückziehen.\x0E\x04\x00\x00
MID_DIE_El	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x10\x04エル\x08Pain\n\x0E\x03\x02\x06\x04エル\nVerzeiht, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche. Der ewige Schlaf ruft\nmich... Bitte, was auch immer geschieht,\nbleibt am Leben...\x0E\x04\x00\x00
MID_DIE_Il	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04イル\x02t\n\x0E\x05\x01\x10\x04イル\x08Pain\n\x0E\x03\x02\x06\x04イル\nIch kann nicht weiterkämpfen...\x0E\x04\x00\x00
MID_DIE_CASUAL_Rafale	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nラファール\x02t\n\x0E\x05\x01\x16\nラファール\x08Pain\n\x0E\x03\x02\x0C\nラファール\nVerzeiht, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche, aber ich bin an meine\nGrenzen gestoßen... Ich muss mich\nzurückziehen.\x0E\x04\x00\x00
MID_DIE_Rafale	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nラファール\x02t\n\x0E\x05\x01\x16\nラファール\x08Pain\n\x0E\x03\x02\x0C\nラファール\nIch verdiene den Tod...\x0E\x04\x00\x00
MID_DIE_CASUAL_Selestia_E	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x02t\n\x0E\x05\x01\x18\x0Cセレスティア\x08Pain\n\x0E\x03\x02\x0E\x0Cセレスティア\nIch entschuldige mich für diesen Rückschlag...\nIch muss mich von der Front zurückziehen.\x0E\x04\x00\x00
MID_DIE_CASUAL_Selestia	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x02t\n\x0E\x05\x01\x18\x0Cセレスティア\x08Pain\n\x0E\x03\x02\x0E\x0Cセレスティア\nAls Anführerin der Vier Winde bereitet mir\ndieser Misserfolg große Schande. Erlaubt mir,\nmich zurückzuziehen, solange ich noch kann.\x0E\x04\x00\x00
MID_DIE_Selestia	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x02t\n\x0E\x05\x01\x18\x0Cセレスティア\x08Pain\n\x0E\x03\x02\x0E\x0Cセレスティア\nAn der Seite meiner geliebten Freunde sein zu\ndürfen... hat mich wirklich... glücklich gemacht.\x0E\x04\x00\x00
MID_DIE_CASUAL_Gregory_E	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nグレゴリー\x02t\n\x0E\x05\x01\x16\nグレゴリー\x08Pain\n\x0E\x03\x02\x0C\nグレゴリー\nDas tut echt weh... Ich muss mich zurückziehen,\nbevor mir diese Wunden zum Verhängnis\nwerden...\x0E\x04\x00\x00
MID_DIE_CASUAL_Gregory	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nグレゴリー\x02t\n\x0E\x05\x01\x16\nグレゴリー\x08Pain\n\x0E\x03\x02\x0C\nグレゴリー\nAu, au, au! Ich ertrage diese Schmerzen nicht\nlänger! Tut mir leid, aber mein Leben bedeutet\nmir zu viel. Ich muss mich zurückziehen.\x0E\x04\x00\x00
MID_DIE_Gregory	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nグレゴリー\x02t\n\x0E\x05\x01\x16\nグレゴリー\x08Pain\n\x0E\x03\x02\x0C\nグレゴリー\nEs tut weh... Schätze, das ist ein Zeichen dafür,\ndass ich wirklich gelebt habe. Und ich weine,\nalso muss es ein schönes Leben gewesen sein...\x0E\x04\x00\x00
MID_DIE_CASUAL_Madeline_E	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nマデリーン\x02t\n\x0E\x05\x01\x16\nマデリーン\x08Pain\n\x0E\x03\x02\x0C\nマデリーン\nIch wurde verwundet... Verzeihung, aber ich\nmuss mich vom Schlachtfeld zurückziehen.\x0E\x04\x00\x00
MID_DIE_CASUAL_Madeline	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nマデリーン\x02t\n\x0E\x05\x01\x16\nマデリーン\x08Pain\n\x0E\x03\x02\x0C\nマデリーン\nIn diesem Zustand nütze ich niemandem etwas.\nSo ungern ich es auch ausspreche, ich sollte\nden Rückzug antreten.\x0E\x04\x00\x00
MID_DIE_Madeline	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nマデリーン\x02t\n\x0E\x05\x01\x16\nマデリーン\x08Pain\n\x0E\x03\x02\x0C\nマデリーン\nMein alter Mentor... Bist du es? Ich habe ein\nglückliches Leben geführt, Mauvier, genau wie\ndu es wolltest...\x0E\x04\x00\x00
