MID_OP1C_#001	\x0E\x02\x00\x06\x04PP\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nWir haben es über die Grenze geschafft.\nJetzt sind wir in brodianischem Gebiet.\x0E\x04\x00\x00
MID_OP1C_#002	\x0E\x03\x02\x0A\x08リュール\nDie Landschaft hier sieht so anders aus\nals Firene. Nichts als unwegsames Gelände.\x0E\x04\x00\x00
MID_OP1C_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nAchtung!\x0E\x04\x00\x00
MID_OP1C_#004	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_OP1C_#005	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x02\x0E\x0Cアルフレッド\nWir werden angegriffen?\x0E\x04\x00\x00
MID_OP1C_#006	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x06\x00&\nスタルーク\x18MPID_Unknown\n\x0E\x03\x02\x0C\nスタルーク\n \x0E\x04\x00\x00
MID_OP1C_#007	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nNennt mir eure Namen!\x0E\x04\x00\x00
MID_OP1C_#008	\x0E\x03\x02\x0C\nスタルーク\nIch könnte dasselbe sagen. Immerhin seid ihr es,\ndie sich über unsere Grenze geschlichen haben.\x0E\x04\x00\x00
MID_OP1C_#009	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP1C_#010	\x0E\x03\x02\x0C\nスタルーク\nNennt eure Namen... sonst muss ich annehmen,\ndass ihr Diebe seid.\x0E\x04\x00\x00
MID_OP1C_#010_2	\x0E\x03\x02\x0C\nスタルーク\nUnd diesmal treffe ich.\x0E\x04\x00\x00
MID_OP1C_#011	\x0E\x03\x02\x0A\x08リュール\nIch bin \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin \x0E\x06\x03\x00\naus Lythos. \x0E\x0A\x00.\x12Kein Dieb\x18Keine Diebin.\x0E\x04\x00\x00
MID_OP1C_#012	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIch bin Alfred, der Erbe des Throns von Firene.\nUnd euer Verbündeter.\x0E\x04\x00\x00
MID_OP1C_#013	\x0E\x03\x02\x0C\nスタルーク\n\x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin...\nund der Kronprinz von Firene...\x0E\x04\x00\x00
MID_OP1C_#014	\x0E\x03\x02\x0A\x08リュール\nSo ist es. Jetzt wüsste ich gern, wer Ihr seid,\ndass Ihr einfach so auf uns schießt.\x0E\x04\x00\x00
MID_OP1C_#015	\x0E\x03\x02\x0C\nスタルーク\n...\x0E\x04\x02\x00
MID_OP1C_#016	Es...\x0E\x04\x00\x00
MID_OP1C_#017	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP1C_#018	\x0E\x03\x02\x0C\nスタルーク\nEs tut mir so, so, so leid!\x0E\x04\x00\x00
MID_OP1C_#019	\x0E\x03\x02\x0A\x08リュール\nHm?\x0E\x04\x00\x00
MID_OP1C_#020	\x0E\x03\x02\x0C\nスタルーク\nIch habe \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin und\nden Prinzen von Firene bedroht!\x0E\x04\x00\x00
MID_OP1C_#020_2	\x0E\x03\x02\x0C\nスタルーク\nIch flehe Euch an, bitte vergebt mir!\x0E\x04\x00\x00
MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x020\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nスタルーク\x022\n\x0E\x03\x02\x0A\x08リュール\nSchon gut. Ist ja nichts passiert.\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nNa, das nenne ich mal eine Verbeugung,\nSoldat. So was muss mächtig auf die\nKniegelenke gehen.\x0E\x04\x02\x00
MID_OP1_#003	Hmmm... Warte mal. Dein Gesicht kommt mir so\nbekannt vor.\x0E\x04\x02\x00
MID_OP1_#004	Du bist kein einfacher Soldat, kann das sein?\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x0C\nスタルーク\nNein. Ich bin Alcryst, zweiter Prinz von Brodia.\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x0A\x08リュール\nPrinz?\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nWusst ich's doch! Wie geht es Euch,\nPrinz Alcryst?\x0E\x04\x00\x00
MID_OP1_#008	\x0E\x03\x02\x0C\nスタルーク\nNoch schlechter als sonst. Es tut mir leid, dass\nich mich nicht früher vorgestellt habe.\x0E\x04\x02\x00
MID_OP1_#009	Oh, und dies sind meine Getreuen, Lapis und\nCitrinne.\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x00\x10\nシトリニカ\x023\n\x0E\x03\x02\x0C\nシトリニカ\nEs ist eine Ehre, Euch und Eure Begleiter\nkennenzulernen.\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x01\x0C\nシトリニカ\n\x0E\x03\x00\x0C\x06ラピス\x023\n\x0E\x03\x02\x08\x06ラピス\nJa. Willkommen in Brodia.\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x02\x0A\x08リュール\nIch kann nicht sagen, dass ich mich sehr\nwillkommen fühle. Ihr seht immer noch aus, als\nwolltet Ihr uns gleich niederstrecken.\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x02\x0C\nスタルーク\nWir sind nur etwas angespannt.\x0E\x04\x02\x00
MID_OP1_#014	Mein Vater, König Morion, wurde von Königin\nÈve über Euer Kommen informiert.\x0E\x04\x02\x00
MID_OP1_#015	Er hat uns befohlen, Euch an der Grenze abzu-\nholen und formell im Königreich zu begrüßen.\x0E\x04\x02\x00
MID_OP1_#016	Wir warten bereits seit Tagen, aber es kamen\nnur bizarre Kreaturen. Und Banditen.\x0E\x04\x02\x00
MID_OP1_#017	Wir dachten, Ihr wärt weitere von ihnen.\x0E\x04\x00\x00
MID_OP1_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nEntschuldigt unsere Verspätung. Wir mussten\neinen kleinen Umweg nehmen.\x0E\x04\x02\x00
MID_OP1_#019	Dessen ungeachtet, hätte Euer Pfeil \x0E\x0A\x00\x10\x06den\x06die\n\x0E\x0A\x00*\x14Göttlichen\x12Göttliche getroffen, hätte dies Brodias\nAnsehen ernsthaften Schaden zugefügt.\x0E\x04\x02\x00
MID_OP1_#020	Seid in Zukunft bitte vorsichtiger, Prinz Alcryst.\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x0C\nスタルーク\nDas werde ich! Es tut mir wirklich leid.\x0E\x04\x00\x00
MID_OP1_#022	\x0E\x03\x01\x08\x06ラピス\n\x0E\x03\x00\x10\nシトリニカ\x023\n\x0E\x03\x02\x0C\nシトリニカ\nDafür kann man dich nicht verantwortlich\nmachen, Alcryst. Du konntest nicht wissen,\nwer da kommt.\x0E\x04\x02\x00
MID_OP1_#023	Wäre es Euch nicht möglich gewesen, in einer\nköniglicheren und... prachtvolleren Art und\nWeise einzutreffen?\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x01\x0C\nシトリニカ\n\x0E\x03\x00\x0C\x06ラピス\x023\n\x0E\x03\x02\x08\x06ラピス\nDies ist das Königreich der Krieger. Wenn Ihr\nnicht mal einem einzigen Pfeil ausweichen\nkönnt, seid Ihr nicht würdig, es zu betreten.\x0E\x04\x02\x00
MID_OP1_#025	Hier dienen die Schwachen den Starken.\nVielleicht sollte man Euch auf die Probe stellen,\nhm?\x0E\x04\x00\x00
MID_OP1_#026	\x0E\x03\x02\x0E\x0Cアルフレッド\nWas sagst du da?\x0E\x04\x00\x00
MID_OP1_#027	\x0E\x03\x02\x0C\nスタルーク\nSie hat es nicht so gemeint. Bitte entschuldigt!\n...Mein Land legt etwas zu viel Wert auf Stärke.\x0E\x04\x02\x00
MID_OP1_#028	Außerdem müsst Ihr nichts beweisen. Ich bin\nmir Eurer Fähigkeiten im Kampf wohl bewusst,\nPrinz Alfred.\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\nNun, ich... Vielen Dank.\x0E\x04\x00\x00
MID_OP1_#030	\x0E\x03\x02\x0C\nスタルーク\nEs tut mir alles so leid... Wirklich. Und es tut mir\nauch leid, dass nur ich es bin, der Euch begrüßt,\nanstatt jemand Besserem.\x0E\x04\x00\x00
MID_OP1_#031	\x0E\x03\x02\x0A\x08リュール\nBitte entschuldigt Euch nicht weiter. Ich bin\ndankbar, dass ein Prinz uns höchstpersönlich\nempfängt.\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x02\x0C\nスタルーク\nWirklich? Ihr seid dankbar... ausgerechnet mich\nzu sehen?\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x0A\x08リュール\nNatürlich. Sogar geehrt.\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x02\x0C\nスタルーク\nWie höflich von Euch. Ihr seid nicht nur göttlich,\nsondern auch charmant, wie ich sehe.\x0E\x04\x02\x00
MID_OP1_#035	Würdet Ihr mir den Gefallen tun... weniger\nbeeindruckend aufzutreten? Ihr macht es mir\nwirklich schwer, zu glänzen...\x0E\x04\x00\x00
