MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06フラン\x022\n\x0E\x03\x02\x0A\x08リュール\nHyaaah!\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x08\x06フラン\nOooh, Drago Divino, siete così luccicante\nquando sudate!\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0A\x08リュール\nGaaah!\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x08\x06フラン\nEhi, sono qui! Qui!\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x08\x06フラン\nOooh! Mi ha guardata dritta in faccia!\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x08\x06フラン\nGrazie, universo, per aver creato una persona\ncosì speciale e così... scintillante.\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0A\x08リュール\nUhm... Framme?\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x08\x06フラン\nOh, chiedo scusa! Vi ho distratt\x0E\x0A\x00\x08\x02o\x02a?\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0A\x08リュール\nIn un certo senso... non lo nego.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x08\x06フラン\nOps, mi dispiace!\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x08\x06フラン\nVedete, sono qui in qualità di presidente\nonoraria del fan club del Drago Divino.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0A\x08リュール\nE così avrei un... fan club?\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x08\x06フラン\nProprio così! La nostra missione è darvi\nsupporto. Infatti io sono qui per fare il tifo!\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0A\x08リュール\nUh. Ti ringrazio.\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0A\x08リュール\nPotresti solo... spostarti un po'?\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x08\x06フラン\nOh, certo! Faccio qualche passo indietro, allora.\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x08\x06フラン\nQuattro, tre, due, uno! Chi è più forte del\nnostro drago? Nessuno! Nessuno! Nessuno!\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0A\x08リュール\nMi sa che non è servito a molto...\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06フラン\x022\n\x0E\x03\x02\x0A\x08リュール\nHyaaah!\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08リュール\nFiuuu. Mi merito una pausa. Sarà meglio bere\nqualcosa.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x08\x06フラン\nOooh, non è fantastic\x0E\x0A\x00\x08\x02o\x02a mentre beve?\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x08\x06フラン\nNota per il fan club... Il Drago Divino adooora\nl'acqua.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0A\x08リュール\nEhi, Framme. Posso parlarti un attimo?\nÈ importante.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x08\x06フラン\nAvete qualcosa d'importante da dire a me?\nSogno o son desta?\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08リュール\nNo, non stai sognando e sì, è importante. Mi\nscoccia dirtelo, ma...\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08リュール\nPotresti darti una calmata con quel tifo?\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x08\x06フラン\nEh?\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0A\x08リュール\nApprezzo l'entusiasmo, ma non riesco a\nconcentrarmi così.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0A\x08リュール\nLe battaglie sono sempre più difficili. Non posso\nfarmi distrarre durante gli allenamenti.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x08\x06フラン\n...!\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x08\x06フラン\nAvete ragione... Volevo fare il tifo per voi,\nma sono stata insopportabile...\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x08\x06フラン\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0A\x08リュール\nScusa! Non volevo ferirti...\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x08\x06フラン\nNon è colpa vostra. Sniff... Sto piangendo\nperché mi sento una buona a nulla!\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x08\x06フラン\nPrometto che vi lascerò in pace d'ora in poi!\nNon mi vedrete più...\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nOh, Framme...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06フラン\x022\n\x0E\x03\x02\x0A\x08リュール\nFramme, scusami per quello che ho detto. Non\nera mia intenzione farti rimanere male.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x08\x06フラン\nTutto a posto, mi è passato. Scusatemi se sono\nscoppiata a piangere.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x08\x06フラン\nDa quando vi siete risvegliat\x0E\x0A\x00\x08\x02o\x02a, mi sento ancora\npiù attaccata a voi. No, anzi...\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x08\x06フラン\nGià prima del vostro risveglio mi sedevo sempre\naccanto a voi e vi parlavo del più e del meno.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08リュール\nDavvero?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x08\x06フラン\nSì. Se mi succedeva qualcosa di bello eravate\n\x0E\x0A\x00\x0C\x04il\x04la prim\x0E\x0A\x00\x08\x02o\x02a a saperlo.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x08\x06フラン\nO se ero triste per qualcosa mi sfogavo con\nvoi.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x08\x06フラン\nEra facile parlarvi. E ogni giorno aspettavo il\nvostro risveglio.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08リュール\nNon... Non potevo immaginarlo.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x08\x06フラン\nSapevo che non potevate sentirmi, ma mi\nfaceva stare bene lo stesso.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x08\x06フラン\nMa poi vi siete svegliat\x0E\x0A\x00\x08\x02o\x02a! Potevo parlarvi\ndavvero! E mi sono fatta prendere la mano...\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08リュール\nFramme, ho una cosa da chiederti.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nPotresti tornare a fare il tifo per me?\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x08\x06フラン\nCosa?! Ma avevate detto...\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08リュール\nL'ho detto, ma era prima di sapere che mi hai\ntenuto compagnia così a lungo.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08リュール\nFai pure tutto il baccano che vuoi. Non mi\nimporta più se mi distrai.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x08\x06フラン\nOh, Drago Divino... Siete fantastic\x0E\x0A\x00\x08\x02o\x02a come ho\nsempre immaginato.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x08\x06フラン\nE va bene. La sottoscritta Framme, presidente\nonoraria del fan club del Drago Divino, giura\ndi riprendere il suo supporto incondizionato.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x08\x06フラン\nIn quanto vostra fan numero uno, farò un tifo\nsfegatato!\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08リュール\nPerfetto. O così o niente.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x08\x06フラン\nOooh, MI HA GUARDATA!\x0E\x04\x00\x00
