MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セアダス\x022\n\x0E\x03\x02\x0A\x08セアダス\nEh? Veramente?! Qui?! Sarà vero?\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x0A\x08アンバー\nSeadall! Che succede? Tutto bene?\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0A\x08セアダス\nSto leggendo le carte. Dicono che presto\napparirà un eroe leggendario.\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x0A\x08アンバー\nWoah! Un eroe leggendario? Dove? Quando?\nChe altro dicono le carte?\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x0A\x08セアダス\nDunque... pare che sia giovane, gregario,\nenergetico... e anche piuttosto belloccio.\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x0A\x08アンバー\nSembro quasi io... Se mi chiamassi Gregorio!\nPeccato.\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0A\x08セアダス\nAh, ed è anche uno sciocco.\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x0A\x08アンバー\nOh, allora sicuramente non sono io. Eheh,\npovero Gregorio...\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0A\x08セアダス\nUhm... Questo eroe ha un legame molto forte\ncon un animale. L'alpaca, forse?\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0A\x08アンバー\nAlpaca? Ma sono io! Sono io il Gregorio\nleggendario!\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x0A\x08セアダス\nSaresti tu l'eroe che vedo nelle mie carte?\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0A\x08アンバー\nForse, uhm. Ma cosa significa? Ho un qualche\ncompito?\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x0A\x08セアダス\nStando alle carte, nel prossimo futuro diventerai\nun salvatore.\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0A\x08アンバー\nSalvatore?! Non era Gregorio?\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0A\x08アンバー\nE quanto è prossimo questo futuro, giusto per\nsapere?\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0A\x08セアダス\nNon so... non si capisce. Ma non preoccuparti,\nse riesco a vedere qualcosa ti faccio un\nfischio.\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0A\x08アンバー\nPerfetto. Sarò tutto orecchi! E terrò gli occhi\npuntati da ogni lato... come un alpaca!\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セアダス\x022\n\x0E\x03\x02\x0A\x08セアダス\nGuarda chi si vede. Il salvatore amante degli\nalpaca.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08アンバー\nSo che non lo fai apposta, ma detto così suona...\nridicolo.\x0E\x04\x00\x00
