MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスフォリア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nスフォリア\nDrago Divino, principesse e principi... benvenuti\nal palazzo di Solm.\x0E\x04\x02\x00
MID_OP1_#002	Io sono Seforia, regina di Solm.\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0A\x08リュール\nÈ un onore conoscervi, regina Seforia.\x0E\x04\x00\x00
MID_OP1_#004	\x0E\x03\x02\x0C\nスフォリア\nIl piacere è mio. Un vero onore.\x0E\x04\x02\x00
MID_OP1_#005	E anche una sorpresa, direi! Non mi sarei mai\naspettata che Fogado tornasse a casa con il\nDrago Divino.\x0E\x04\x02\x00
MID_OP1_#006	Tra tutte le avventure di mio figlio, questa\nè sicuramente la più sorprendente.\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x00\x10\nフォガート\x024\n\x0E\x03\x02\x0C\nフォガート\nHo solo fatto ciò che qualunque principe\navrebbe fatto per la sua regina.\x0E\x04\x00\x00
MID_OP1_#008	\x0E\x03\x02\x0C\nスフォリア\nTi ho detto di chiamarmi "mamma".\nMio figlio è incorreggibile, cerca sempre\ndi farsi passare per freddo e distaccato.\x0E\x04\x02\x00
MID_OP1_#009	Comunque, basta con i convenevoli, ce ne sono\nstati anche troppi.\x0E\x04\x02\x00
MID_OP1_#010	Prima il Drago Divino, poi principi e principesse\ndi Firene, Brodia ed Elusia...\x0E\x04\x02\x00
MID_OP1_#011	Non sono abituata ad avere ospiti del genere!\nStavo per cadere giù dal trono.\x0E\x04\x00\x00
MID_OP1_#012	\x0E\x03\x02\x0A\x08リュール\nSono davvero spiacente, ma siamo qui per una\nquestione importante.\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x02\x0C\nスフォリア\nSì, il ritorno del Drago Maligno Sombron.\nMi dispiace non essermene resa conto prima.\x0E\x04\x02\x00
MID_OP1_#014	Se è lui che anima quelle creature, ecco perché\nsono così spaventose.\x0E\x04\x00\x00
MID_OP1_#015	\x0E\x03\x02\x0A\x08リュール\nPossibile che le aberrazioni e l'esercito elusiano\nnon abbiano attaccato il palazzo?\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x02\x0C\nスフォリア\nCi hanno attaccati, ma ce ne siamo sbarazzati.\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x02\x0A\x08リュール\nCapisco.\x0E\x04\x02\x00
MID_OP1_#018	Nel senso... di tutti?!\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x02\x0C\nスフォリア\nSembri sorpres\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x02\x0A\x08リュール\nSono... incredul\x0E\x0A\x00\x08\x02o\x02a. Ma molto content\x0E\x0A\x00\x08\x02o\x02a che non\nsiano riusciti a entrare nel palazzo.\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x0C\nスフォリア\nSo che gli altri regni hanno avuto meno fortuna.\nMi dispiace molto... soprattutto per la regina\nLumera.\x0E\x04\x02\x00
MID_OP1_#022	Le ho fatto visita molte volte negli anni e mi ha\nsempre trattata bene.\x0E\x04\x02\x00
MID_OP1_#023	Ovviamente il regno di Solm ti offrirà tutto\nil sostegno necessario nella guerra contro il\nDrago Maligno.\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x02\x0A\x08リュール\nGrazie. A tal proposito, avrei una richiesta.\x0E\x04\x02\x00
MID_OP1_#025	Potreste darmi l'anello affidato al vostro regno,\nl'anello dell'Eroe della Fiamma?\x0E\x04\x00\x00
MID_OP1_#026	\x0E\x03\x02\x0C\nスフォリア\nCertamente, te lo porto subito.\x0E\x04\x02\x00
MID_OP1_#027	Ah... uhm.\x0E\x04\x02\x00
MID_OP1_#028	Dov'è che stava?\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP1_#030	\x0E\x03\x02\x0C\nスフォリア\nÈ da un po' che non lo vedo. Fogado, tu lo\nsai dov'è l'anello?\x0E\x04\x00\x00
MID_OP1_#031	\x0E\x03\x02\x0C\nフォガート\nNon ne ho idea... forse su quello scaffale?\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x01\x0C\nフォガート\n\x0E\x03\x02\x0C\nスフォリア\nAh, sì, forse... aspetta un attimo, vado a vedere.\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x0A\x08リュール\nS-Sì...\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x01\x0C\nスフォリア\n\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\nSta davvero rovistando tra gli scaffali...\x0E\x04\x00\x00
MID_OP1_#035	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNon l'avrete lasciato a prendere polvere per\ntutto questo tempo, vero?\x0E\x04\x00\x00
MID_OP1_#036	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x12\x0Cディアマンド\x024\n\x0E\x03\x02\x0E\x0Cディアマンド\nÈ addirittura uno degli emblemi più forti...\nSono senza parole.\x0E\x04\x00\x00
MID_OP1_#037	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x10\nスフォリア\x021\n\x0E\x03\x00\x10\nフォガート\x023\n\x0E\x03\x02\x0C\nスフォリア\nAh! Mi è appena venuto in mente che deve\naverlo preso con sé Timerra quando è uscita.\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nTimerra?\x0E\x04\x00\x00
MID_OP1_#039	\x0E\x03\x02\x0C\nフォガート\nMia sorella... nonché principessa ereditaria.\x0E\x04\x00\x00
MID_OP1_#040	\x0E\x03\x02\x0C\nスフォリア\nSarà lei a ereditare la mia corona e, come\nFogado, è sempre fuori a fare chissà cosa.\x0E\x04\x02\x00
MID_OP1_#041	A dire il vero, anche io ero così da giovane.\nComunque, è via da giorni.\x0E\x04\x00\x00
MID_OP1_#042	\x0E\x03\x02\x0C\nフォガート\nScommetto che è di nuovo andata a fare\ncampeggio... Ah, come la invidio.\x0E\x04\x00\x00
MID_OP1_#043	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAllora è vero che la principessa ereditaria e il\nprincipe sono sempre in giro.\x0E\x04\x00\x00
MID_OP1_#044	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x12\x0Cディアマンド\x024\n\x0E\x03\x02\x0E\x0Cディアマンド\nE non sa quando torneranno a casa.\x0E\x04\x00\x00
MID_OP1_#045	\x0E\x03\x02\x0A\x08リュール\nPossiamo andare noi a cercare la principessa\nTimerra... sapete dove potrebbe essere, più o\nmeno?\x0E\x04\x00\x00
MID_OP1_#046	\x0E\x03\x02\x0C\nスフォリア\nMi pare fosse diretta al deserto a sud... se è\ncosì, si sarà probabilmente stabilita nell'oasi.\x0E\x04\x00\x00
MID_OP1_#047	\x0E\x03\x02\x0A\x08リュール\nBenissimo, allora andremo lì.\x0E\x04\x00\x00
MID_OP1_#048	\x0E\x03\x02\x0C\nスフォリア\nUn bel viaggetto all'oasi è proprio quello che\nci vuole. Sapete che vi dico? Prendo le mie\ncose e...\x0E\x04\x00\x00
MID_OP1_#049	\x0E\x03\x02\x0C\nフォガート\nNon credo che sia una buona idea... È meglio\nche tu stia qui, mamma.\x0E\x04\x00\x00
MID_OP1_#050	\x0E\x03\x02\x0C\nスフォリア\nE va bene... andate senza di me, ragazzi.\x0E\x04\x02\x00
MID_OP1_#051	Se trovi Timerra non ti scordare di evocare\nl'emblema. Sono proprio curiosa di vederlo.\x0E\x04\x02\x00
MID_OP1_#052	Ma state attenti, ché fuori si sta facendo buio.\x0E\x04\x00\x00
