MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04エル\x021\n\x0E\x03\x02\x06\x04エル\nDa un lato, una separazione lunga mille anni.\nDall'altro, un rimpianto di cento anni.\x0E\x04\x02\x00
MID_OP1_#002	Ti prego, sogna il mio tormento...\nTi prego, allontana l'oscurità da questo mondo.\x0E\x04\x02\x00
MID_OP1_#003	La luce dimora, ormai, solo nei ricordi.\nLa speranza che tu instillasti vacilla.\x0E\x04\x02\x00
MID_OP1_#004	Ora tutto mi è chiaro.\x0E\x04\x02\x00
MID_OP1_#005	Non esiste salvezza in questo mondo, né in\nquesto mondo esisti tu.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\n青リュール\x022\n\x0E\x06\x00&\n青リュール\x18MPID_Unknown\n\x0E\x03\x02\x0A\x08リュール\nDove mi trovo? Non sembra il Somniel...\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0C\n青リュール\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x0A\x08リュール\nChi sei?\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x02\x0C\n青リュール\nMi chiamo...\x0E\x04\x02\x00
MID_OP2_#005	No, non ha importanza. Il mio nome ha perso\nil suo significato da tempo, ormai.\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0A\x08リュール\nHo una strana sensazione... È come se ci\nfossimo già incontrati da qualche parte.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x0C\n青リュール\nNon ci siamo mai incontrati... non in un modo\nche la tua mente possa comprendere.\x0E\x04\x02\x00
MID_OP2_#008	La mia voce ti giunge attraverso uno specchio.\nTu sei il mio riflesso e l'ultima speranza della\nmia terra.\x0E\x04\x02\x00
MID_OP2_#009	Ho bisogno del tuo aiuto, te ne prego. Salverai\nle persone a cui tengo?\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0A\x08リュール\nConta su di me. Farò del mio meglio per aiutarti.\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x0C\n青リュール\nDavvero accetti la mia richiesta senza sapere\ncosa comporta?\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02\x0A\x08リュール\nEheh... Aiutarti è un modo per provare\na placare le mie paure.\x0E\x04\x02\x00
MID_OP2_#013	E questa mi sembra un'occasione per\nriappropriarmi... di qualcosa che ho perso\ntempo fa.\x0E\x04\x02\x00
MID_OP2_#014	Per farla breve, sì, ti aiuterò.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x02\x0C\n青リュール\nMi fa piacere sentirtelo dire.\x0E\x04\x02\x00
MID_OP2_#016	Temevo che avresti rifiutato, dal momento che\nmi è impossibile spiegarti ogni dettaglio.\x0E\x04\x02\x00
MID_OP2_#017	Ti basti sapere che la terra di cui parlo è\nminacciata da un nemico dal cuore malvagio.\x0E\x04\x02\x00
MID_OP2_#018	L'unica speranza per la mia gente è che tu\nriunisca i sette bracciali.\x0E\x04\x00\x00
MID_OP2_#019	\x0E\x03\x02\x0A\x08リュール\nBracciali...\x0E\x04\x00\x00
MID_OP2_#020	\x0E\x03\x02\x0C\n青リュール\nNel mondo da cui provengo, gli emblemi\nrisiedono all'interno dei bracciali. Ti serviranno\nper aggiudicarti la vittoria.\x0E\x04\x02\x00
MID_OP2_#021	Ora ti trasporterò là. Una volta sul posto,\nincontrerai altre persone che ti faranno da\nguida.\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x0A\x08リュール\nCi rivedremo ancora?\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x0C\n青リュール\nNo. E mai ci incontrammo.\x0E\x04\x02\x00
MID_OP2_#024	Neanche in questo momento.\x0E\x04\x00\x00
MID_OP2_#025	\x0E\x03\x02\x0A\x08リュール\nParli in modo criptico. Eppure, sento che ti\nrivedrò.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x0C\n青リュール\nOra vai. Ti ringrazio e ti auguro buona fortuna\nper le battaglie che ti attendono.\x0E\x04\x02\x00
MID_OP2_#027	Addio, mio sodale Drago Divino, gemell\x0E\x0A\x00\x08\x02o\x02a di un\naltro mondo.\x0E\x04\x02\x00
MID_OP2_#028	Lungo la tua strada troverai gioia, sofferenza,\ntristezza... e amore.\x0E\x04\x02\x00
MID_OP2_#029	Sentimenti preclusi a me, che non aprirò\nmai più gli occhi.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x14\x0EE001_イル\x021\n\x0E\x06\x00*\x0EE001_イル\x18MPID_Unknown\n\x0E\x03\x00\x14\x0EE001_エル\x022\n\x0E\x06\x00*\x0EE001_エル\x18MPID_Unknown\n\x0E\x03\x00\x0E\x08リュール\x023\n\x0E\x03\x02\x0A\x08リュール\nAh!\x0E\x04\x02\x00
MID_OP3_#002	Che luce abbagliante...\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x02\x10\x0EE001_イル\nHa funzionato! Le nostre preghiere hanno avuto\nrisposta!\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x03\x02\x10\x0EE001_エル\nDopo tutti questi anni.\x0E\x04\x02\x00
MID_OP3_#005	La salvezza è giunta a noi.\x0E\x04\x02\x00
MID_OP3_#006	Ma tu...!\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x03\x02\x10\x0EE001_イル\nNon è...\x0E\x04\x00\x00
MID_OP3_#008	\x0E\x03\x02\x0A\x08リュール\nDove siamo?\x0E\x04\x00\x00
MID_OP3_#009	\x0E\x03\x02\x10\x0EE001_エル\nAl castello di Lythos. Ti abbiamo atteso a lungo.\x0E\x04\x02\x00
MID_OP3_#010	Grazie per aver risposto alle nostre preghiere.\x0E\x04\x02\x00
MID_OP3_#011	\x0E\x06\x00 \x0EE001_エル\x0EMPID_El\nMi chiamo Nel, sono un drago e risiedo qui.\x0E\x04\x00\x00
MID_OP3_#012	\x0E\x06\x00 \x0EE001_イル\x0EMPID_Il\n\x0E\x03\x02\x10\x0EE001_イル\nE io sono Nil, il suo gemello.\x0E\x04\x00\x00
MID_OP3_#013	\x0E\x03\x02\x0A\x08リュール\nPiacere di conoscervi, Nel e Nil.\x0E\x04\x02\x00
MID_OP3_#014	Io sono il Drago Divino \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_OP3_#015	\x0E\x03\x02\x10\x0EE001_エル\n\x0E\x06\x03\x00...\x0E\x04\x00\x00
MID_OP3_#016	\x0E\x03\x02\x10\x0EE001_イル\nMa allora sei proprio il Drago Divino!\x0E\x04\x00\x00
MID_OP3_#017	\x0E\x03\x02\x10\x0EE001_エル\nUna decisione crudele e misteriosa, quella del\nfato.\x0E\x04\x00\x00
MID_OP3_#018	\x0E\x03\x02\x10\x0EE001_イル\nEhm... È una gioia vederti di nuovo in vita.\x0E\x04\x00\x00
MID_OP3_#019	\x0E\x03\x02\x0A\x08リュール\nIn che senso "di nuovo in vita"...?\x0E\x04\x00\x00
MID_OP3_#020	\x0E\x03\x02\x10\x0EE001_エル\nIl Drago Divino è deceduto.\x0E\x04\x02\x00
MID_OP3_#021	Cadesti nell'ultima guerra. Da quel momento,\nil mondo ha cominciato a essere divorato\ndall'oscurità.\x0E\x04\x02\x00
MID_OP3_#022	Abbiamo pregato a lungo che qualcuno\ngiungesse in nostro soccorso. E tu sembri la\nrisposta alle nostre preghiere.\x0E\x04\x02\x00
MID_OP3_#023	Un evento infausto. Avrei preferito non\nincontrarti mai più.\x0E\x04\x00\x00
MID_OP3_#024	\x0E\x03\x02\x10\x0EE001_イル\nNel!\x0E\x04\x00\x00
MID_OP3_#025	\x0E\x03\x02\x10\x0EE001_エル\nTuttavia, abbiamo un disperato bisogno di aiuto.\nNon ci è dato il lusso di scegliere.\x0E\x04\x02\x00
MID_OP3_#026	Non parliamone più. Prego, seguimi.\x0E\x04\x00\x00
MID_OP3_#027	\x0E\x03\x02\x10\x0EE001_イル\nPerdonala, Drago Divino. Tutto questo la turba\npiù di quanto avrei potuto immaginare.\x0E\x04\x02\x00
MID_OP3_#028	Lei e il Drago Divino hanno dei trascorsi\nleggermente complicati.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x14\x0EE001_エル\x021\n\x0E\x03\x00\x14\x0EE001_イル\x022\n\x0E\x03\x00\x0E\x08リュール\x023\n\x0E\x03\x02\x10\x0EE001_エル\nQuesta è la sala dei bracciali. È qui che teniamo\nal sicuro i nostri bracciali degli emblemi.\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x02\x0A\x08リュール\nCapisco.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x02\x10\x0EE001_エル\nLì, sul piedistallo, vi è il bracciale dell'Eletto.\x0E\x04\x02\x00
MID_OP4_#004	È l'unico in nostro possesso. Gli emblemi al\nsuo interno dormono un sonno profondo.\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x10\x0EE001_イル\nIn totale, ci sono sette bracciali.\x0E\x04\x02\x00
MID_OP4_#006	Abbiamo perso gli altri sei nella guerra contro\nSombron.\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0A\x08リュール\nAllora esiste anche nel vostro mondo...\x0E\x04\x00\x00
