MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ソンブル\x021\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x02\x0A\x08ソンブル\nVeyle ha regalato l'anello del Sacro Cavaliere\nal Drago Divino...\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x08\x06セピア\nChiedo perdono, signore.\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0A\x08ソンブル\nE anche l'anello dei Gemelli Azzurri è perduto.\nI Quattro Segugi continuano a deludermi.\x0E\x04\x02\x00
MID_OP1_#004	Mi chiedo se tu sia cosciente di tutto quello\nche c'è in gioco.\x0E\x04\x00\x00
MID_OP1_#005	\x0E\x03\x02\x08\x06セピア\nSì.\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x0A\x08ソンブル\nE Veyle?\x0E\x04\x00\x00
MID_OP1_#007	\x0E\x03\x02\x08\x06セピア\nSta ancora dormendo profondamente.\x0E\x04\x02\x00
MID_OP1_#008	Per quanto abbia provato ad amplificare i suoi\nimpulsi draconici, non vuole svegliarsi.\x0E\x04\x00\x00
MID_OP1_#009	\x0E\x03\x02\x0A\x08ソンブル\nRifiuta la sua vera natura... Ma se le cose\nstanno così, prendi questo.\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x02\x08\x06セピア\nAh... Cos'è?\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x02\x0A\x08ソンブル\nUn elmo incantato che amplificherà la magia\nche hai lanciato su Veyle.\x0E\x04\x02\x00
MID_OP1_#012	Il mio potere, insieme al tuo incantesimo,\ncorreggerà ciò che non va in Veyle.\x0E\x04\x00\x00
MID_OP1_#013	\x0E\x03\x02\x08\x06セピア\nAgli ordini.\x0E\x04\x00\x00
MID_OP1_#014	\x0E\x03\x02\x0A\x08ソンブル\nTienilo al sicuro e usalo al momento giusto.\x0E\x04\x00\x00
MID_OP1_#015	\x0E\x03\x02\x08\x06セピア\nNaturalmente. Tutto andrà secondo il vostro\nvolere.\x0E\x04\x02\x00
MID_OP1_#016	C'è... un'altra questione di cui vorrei discutere.\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x02\x0A\x08ソンブル\nDi che si tratta?\x0E\x04\x00\x00
MID_OP1_#018	\x0E\x03\x02\x08\x06セピア\nPerdonate la domanda, lord Sombron, ma...\nlady Veyle è la vostra unica discendente, dico\nbene?\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x02\x0A\x08ソンブル\nUnica discendente ancora viva.\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x02\x08\x06セピア\nCerto.\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x0A\x08ソンブル\nSì, confermo che è così.\x0E\x04\x00\x00
MID_OP1_#022	\x0E\x03\x02\x08\x06セピア\nNaturalmente. Ho parlato spinta dalla paura,\ne non dai fatti. Perdonatemi.\x0E\x04\x00\x00
MID_OP1_#023	\x0E\x03\x02\x0A\x08ソンブル\nPerché mi poni questa domanda?\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x02\x08\x06セピア\nVeyle è convinta di avere u\x0E\x0A\x00\x0A\x02n\x04na \x0E\x0A\x00"\x10fratello\x0Esorella ancora\nin vita. Ho ritenuto opportuno comunicarvelo.\x0E\x04\x02\x00
MID_OP1_#025	Mi ha parlato di una pietra drago ancora\nintatta.\x0E\x04\x00\x00
MID_OP1_#026	\x0E\x03\x02\x0A\x08ソンブル\nMh.\x0E\x04\x00\x00
MID_OP1_#027	\x0E\x03\x02\x08\x06セピア\nMa sicuramente si sarà sbagliata. Noi sappiamo\nla verità.\x0E\x04\x02\x00
MID_OP1_#028	I vostri figli furono tutti uccisi nella guerra\ndi mille anni fa. Tutti tranne Veyle.\x0E\x04\x02\x00
MID_OP1_#029	Ricordo un\x0E\x0A\x00\x08\x02o\x02a di loro, che si distinse in modo\nparticolare. Aveva occhi e capelli fiammeggianti.\x0E\x04\x02\x00
MID_OP1_#030	Come si chiamava? Qualcosa come...\x0E\x04\x00\x00
MID_OP1_#031	\x0E\x03\x02\x0A\x08ソンブル\nZephia.\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x02\x08\x06セピア\nMio signore.\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x0A\x08ソンブル\nNon ricordo i nomi e i volti di tutti i miei figli.\nMa quell\x0E\x0A\x00\x08\x02o\x02a l\x0E\x0A\x00\x08\x02o\x02a uccisi con le mie stesse mani.\x0E\x04\x00\x00
