MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08ルミエル\nBenvenuti al castello di Lythos. Qui saremo\nal sicuro.\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x0A\x08リュール\nE così questo è il castello di Lythos.\nÈ meraviglioso.\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0A\x08ルミエル\nSono contenta che ti piaccia, \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_OP1_#004	Forse tu non ricordi questo posto, ma io ho\natteso a lungo il tuo ritorno.\x0E\x04\x02\x00
MID_OP1_#005	Bentornat\x0E\x0A\x00\x08\x02o\x02a a casa, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_OP1_#006	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_OP1_#007	Sono... a casa?\x0E\x04\x00\x00
MID_OP1_#008	\x0E\x03\x02\x0A\x08ルミエル\nSì, sei a casa.\x0E\x04\x02\x00
MID_OP1_#009	Ah, che gioia. Mi viene da piangere.\x0E\x04\x00\x00
MID_OP1_#010	\x0E\x03\x00\x10\nヴァンドレ\x023\n\x0E\x03\x00\x0C\x06クラン\x024\n\x0E\x03\x00\x0C\x06フラン\x022\n\x0E\x03\x02\x0C\nヴァンドレ\nVostra Maestà.\x0E\x04\x00\x00
MID_OP1_#011	\x0E\x03\x02\x0A\x08ルミエル\nVander. Clanne. Framme. Grazie per tutto ciò\nche avete fatto. Siete dei validi valletti.\x0E\x04\x02\x00
MID_OP1_#012	Grazie per esservi occupati con tanta cura\ndel\x0E\x0A\x00\x08
MID_OP1_#013	\x0E\x03\x02\x0C\nヴァンドレ\nSiete troppo gentile.\x0E\x04\x00\x00
MID_OP1_#014	\x0E\x03\x02\x08\x06クラン\nSì, le vostre parole sono davvero troppo gentili,\nsento quasi di svenire...\x0E\x04\x00\x00
MID_OP1_#015	\x0E\x03\x02\x08\x06フラン\nLa regina Lumera in persona ci ha fatto\nun complimento!\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x01\x08\x06クラン\n\x0E\x03\x01\x08\x06フラン\n\x0E\x03\x02\x0A\x08ルミエル\nA parte la felicità di questo momento, mi\npreoccupa vedere le aberrazioni in Lythos...\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nAberrazioni?\x0E\x04\x00\x00
MID_OP1_#018	\x0E\x03\x02\x0A\x08ルミエル\nSì, i nemici che avete affrontato prima.\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x02\x0A\x08リュール\nAh, quei mostri! Non mi piacciono per niente.\nAppena li ho visti mi si è ghiacciato il sangue.\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x02\x0A\x08ルミエル\nNon mi stupisce. Le aberrazioni sono cadaveri\nriportati in vita da un potere malvagio.\x0E\x04\x02\x00
MID_OP1_#021	Il Drago Maligno le usò come soldati nella\nguerra.\x0E\x04\x02\x00
MID_OP1_#022	Prima di quel triste conflitto, l'Elyos aveva\ngoduto di una lunga pace per eoni.\x0E\x04\x02\x00
MID_OP1_#023	Finché non apparve una presenza oscura.\nSombron.\x0E\x04\x02\x00
MID_OP1_#024	\x0E\x04\x03\x04
MID_OP1_#025	Nonostante le infinite ricerche, nessuno di\nnoi riuscì a capire da dove fosse giunto.\x0E\x04\x02\x00
MID_OP1_#026	Ma la devastazione che inflisse alla nostra terra\nnon ci lasciò dubbi sulle sue intenzioni malvagie.\x0E\x04\x02\x00
MID_OP1_#027	Se sono riapparse le aberrazioni, significa\nche anche lui potrebbe essere tornato.\x0E\x04\x00\x00
MID_OP1_#028	\x0E\x03\x02\x0A\x08リュール\nOh, no...\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x0A\x08ルミエル\nMi chiedo se sia una coincidenza il fatto che\ntu ti sia risvegliat\x0E\x0A\x00\x08\x02o\x02a proprio adesso.\x0E\x04\x02\x00
MID_OP1_#030	Comunque, se il Drago Maligno è stato liberato,\ndobbiamo prepararci a combattere.\x0E\x04\x00\x00
MID_OP1_#031	\x0E\x03\x02\x0A\x08リュール\nNon penso di essere pront\x0E\x0A\x00\x08\x02o\x02a ad affrontarlo...\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x02\x0A\x08ルミエル\nNon aver paura. Non credo che ci attaccherà\ncosì presto.\x0E\x04\x02\x00
MID_OP1_#033	In questo castello albergano gli spiriti dei\nDraghi Divini, quindi le aberrazioni non\npossono entrare facilmente.\x0E\x04\x02\x00
MID_OP1_#034	Pensiamo a un piano, finché siamo in tempo.\x0E\x04\x02\x00
MID_OP1_#035	Emblema Marth.\x0E\x04\x00\x00
MID_OP1_#036	\x0E\x03\x00\x0C\x06マルス\x024\n\x0E\x03\x02\x08\x06マルス\nQuanto tempo, Lumera.\x0E\x04\x00\x00
MID_OP1_#037	\x0E\x03\x02\x0A\x08ルミエル\nGià, molto tempo. Grazie per averci aiutati\ncontro quelle aberrazioni.\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x08\x06マルス\nPrego. Ma non avrei potuto fare niente, se\n\x0E\x06\x03\x00 non si fosse ricordat\x0E\x0A\x00\x08\x02o\x02a di me.\x0E\x04\x02\x00
MID_OP1_#039	È possibile che anche gli altri si siano già\nrisvegliati, come me.\x0E\x04\x00\x00
MID_OP1_#040	\x0E\x03\x02\x0A\x08ルミエル\nSì, forse hai ragione.\x0E\x04\x00\x00
MID_OP1_#041	\x0E\x03\x02\x0A\x08リュール\nDi chi parlate? Chi altro si è risvegliato?\x0E\x04\x00\x00
MID_OP1_#042	\x0E\x03\x02\x0A\x08ルミエル\nHo qualcosa da mostrarti. Seguimi.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ルミエル\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nDove siamo?\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0A\x08ルミエル\nQuesta è la sala degli anelli.\nÈ qui che sono custoditi gli anelli degli emblemi.\x0E\x04\x02\x00
MID_OP2_#003	Quelli del Sacro Cavaliere, del Saggio Lord\ne dei Gemelli Azzurri.\x0E\x04\x02\x00
MID_OP2_#004	E poi l'anello dell'Eletta e l'anello del Mentore.\x0E\x04\x02\x00
MID_OP2_#005	Ogni anello custodisce un emblema, come\nMarth nell'anello del Re Eroico.\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0A\x08リュール\nAllora contando anche Marth ci sono sei\nemblemi in tutto. Wow.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x0A\x08ルミエル\nIn realtà sono dodici. Sei sono qui, e gli altri sei\nsono stati affidati agli altri regni.\x0E\x04\x02\x00
MID_OP2_#008	Per precauzione.\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x0A\x08リュール\nIn che senso?\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0A\x08ルミエル\nGli emblemi possono accordare un enorme\npotere a chi li possiede tutti e dodici.\x0E\x04\x02\x00
MID_OP2_#011	Per secoli, i Draghi Divini hanno usato quel\npotere per assicurare prosperità all'Elyos.\x0E\x04\x02\x00
MID_OP2_#012	E, proprio grazie a quel potere, siamo riusciti\na imprigionare il Drago Maligno.\x0E\x04\x02\x00
MID_OP2_#013	Conoscendone il potere, in molti hanno provato\na impossessarsi degli anelli per scopi malvagi.\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x0A\x08リュール\nAh, allora è per questo che sono conservati\nin luoghi diversi e non tutti insieme.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x02\x0A\x08ルミエル\nProprio così. Inoltre, essi mettono a disposizione\nil loro potere solo una volta ogni mille anni.\x0E\x04\x02\x00
MID_OP2_#016	Quando giunge il momento, i Draghi Divini\nviaggiano per tutto l'Elyos per raccogliere\ngli anelli custoditi dai vari regni.\x0E\x04\x02\x00
MID_OP2_#017	Proprio ora, sono passati mille anni dall'ultima\nvolta e tra poco sarebbe stato compito mio\nsvolgere il rituale.\x0E\x04\x02\x00
MID_OP2_#018	Ma, se anche il Drago Maligno sta cercando gli\nanelli, c'è il rischio che riesca a evocare gli\nemblemi prima di noi...\x0E\x04\x00\x00
MID_OP2_#019	\x0E\x03\x02\x0A\x08リュール\n"Evocare"?\x0E\x04\x00\x00
MID_OP2_#020	\x0E\x03\x02\x0A\x08ルミエル\nÈ quando chiami l'emblema e lo fai uscire\ndall'anello. Tu l'hai appena fatto con Marth.\x0E\x04\x02\x00
MID_OP2_#021	Solo coloro in cui scorre il sangue reale dei\ndraghi possono effettuare l'evocazione,\ncompres\x0E\x0A\x00\x08\x02o\x02a tu, figli\x0E\x0A\x00\x08\x02o\x02a mi\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x0A\x08リュール\nAh... intendete il sortilegio che mi è venuto\nin mente dal niente.\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x0A\x08ルミエル\nCosa? Hai usato un sortilegio?\x0E\x04\x00\x00
MID_OP2_#024	\x0E\x03\x02\x0A\x08リュール\nSì... "Risplendi, emblema dell'Inizio."\x0E\x04\x02\x00
MID_OP2_#025	Le parole mi sono uscite di bocca, senza che\ndovessi pensarci... è strano.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x0A\x08ルミエル\nE così hai evocato Marth con un sortilegio...\x0E\x04\x02\x00
MID_OP2_#027	...\x0E\x04\x02\x00
MID_OP2_#028	E quando hai pronunciato quelle parole,\nqual era il tuo desiderio?\x0E\x04\x00\x00
MID_OP2_#029	\x0E\x03\x02\x0A\x08リュール\nVolevo salvare Clanne e Framme.\x0E\x04\x02\x00
MID_OP2_#030	Non volevo perderli... volevo proteggerli.\x0E\x04\x00\x00
MID_OP2_#031	\x0E\x03\x02\x0A\x08ルミエル\nDunque il tuo desiderio era quello di aiutare.\nRicorda bene questa intenzione, quando evochi\ngli emblemi.\x0E\x04\x02\x00
MID_OP2_#032	Non tenere per te il loro potere, hai capito?\nPrendilo in prestito per proteggere gli altri.\x0E\x04\x00\x00
MID_OP2_#033	\x0E\x03\x02\x0A\x08リュール\nHo capito.\x0E\x04\x00\x00
MID_OP2_#034	\x0E\x03\x02\x0A\x08ルミエル\nAdesso perché non facciamo uno scontro\ndi prova? Sarai un po' arrugginit\x0E\x0A\x00\x08\x02o\x02a dopo tutti\nquesti anni.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ルミエル\x022\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x02\x0A\x08ルミエル\nPerché non ci alleniamo un po' qui?\nRicorda che sarai tu a dover combattere, gli\nemblemi ti mettono a disposizione la loro forza.\x0E\x04\x02\x00
MID_OP3_#002	Se il tuo cuore e il tuo fisico non sono pronti,\nnon potrai liberare tutto il loro potere.\x0E\x04\x02\x00
MID_OP3_#003	Vander, Clanne, Framme, voi aiutatel\x0E\x0A\x00\x08\x02o\x02a...\ncontro di me.\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x03\x00\x10\nヴァンドレ\x023\n\x0E\x03\x02\x0C\nヴァンドレ\nNon potrei mai affrontare Vostra Maestà,\nseppure in una simulazione.\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x0A\x08ルミエル\nVander, ti prego, metti tutto te stesso in questo\nscontro. So che lo farai.\x0E\x04\x00\x00
