MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ジェーデ_兜あり\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x06\x04ボネ\nJade? Che fai?\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nEsercizi di meditazione.\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x06\x04ボネ\nAvevo sentito dire che mediti ritirandoti nella\ntua armatura per abbattere lo stress. A quanto\npare era vero.\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nTi serviva qualcosa?\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x06\x04ボネ\nÈ solo che hai un aspetto così appetitoso...\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nCome, scusa?\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x06\x04ボネ\nLa tua calma assoluta e quell'armatura\nmi ricordano uno dei miei piatti preferiti.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x06\x04ボネ\nPrendi un guscio di granchio, lo imbottisci di\nverdure e riso e lo metti sul fuoco per tre giorni.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x06\x04ボネ\nAh... ho l'acquolina in bocca...\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nCosì mi rendi difficile la meditazione, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x06\x04ボネ\nSssh... riesco quasi a sentire il sapore...\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x06\x04ボネ\nIl sapore di quei bocconi succosi di granchio\nimbottito...\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nVattene, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x06\x04ボネ\nScusa, ti ho disturbata? Allora mi congedo.\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x01\x06\x04ボネ\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nOra sì che ho fame.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x06\x04ボネ\nBuone notizie, Jade. Ti invito a mangiare\nil granchio ripieno di cui ti ho parlato.\x0E\x04\x00\x00
