MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエーティエ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBella giornata, eh?\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x0C\nエーティエ\nVero. La giornata perfetta per una tazza di tè.\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nSe poi è quello che prepari tu, Etie, meglio\nancora. È il mio preferito.\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x0C\nエーティエ\nGrazie, siete gentile. Ne volete ancora?\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x0E\x0Cアルフレッド\nN-No. Meglio di no...\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x0C\nエーティエ\nOh... Come preferite... Ngh...\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nAaaargh! Non ce la faccio... è troppo pesante...\nMi ritiro!\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x0C\nエーティエ\nAvete appoggiato la tazza. Ho vinto io.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0E\x0Cアルフレッド\nComplimenti, Etie. Non ho scusanti.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\nAnche se oserei dire che queste tazze da\nallenamento sembravano più pesanti del solito.\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x0C\nエーティエ\nNon vi sfugge niente. Ho aggiunto altri pesi,\nin effetti.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nEcco perché facevo così fatica a sollevarla.\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x0C\nエーティエ\nNon lamentatevi. La strada verso i muscoli\nperfetti è tutta in salita e questo è solo l'inizio.\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0C\nエーティエ\nIl nostro tè pomeridiano sarà sempre più\nimpegnativo.\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nNon aspetto altro, Etie. E ora un bel brindisi alla\nforza bruta!\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0C\nエーティエ\nAlla forza bruta!\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエーティエ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nUhm. Sei sicura?\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0C\nエーティエ\nNon ho un briciolo di dubbio, Altezza.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0C\nエーティエ\nNon ve ne andrete senza aver bevuto il mio\nstimolante muscolare, nuovissima formula.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nUhm, allora... alla salute!\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0C\nエーティエ\nCosì si fa.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nエーティエ\nHo lavorato molto a questa formula.\nVi garantisco che i risultati non tarderanno.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nFantastico! Grazie per tutto il lavoro.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nL'unica cosa... Non si poteva fare niente per\nquesto odore?\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0C\nエーティエ\nMi dispiace. Dovrete tapparvi il naso.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0C\nエーティエ\nEra il minimo, con tutti gli ingredienti che ho\nusato.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0E\x0Cアルフレッド\nChe tipo di ingredienti?\x0E\x04\x00\x00
