MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x021\n\x0E\x03\x00\x10\nグレゴリー\x022\n\x0E\x03\x02\x0E\x0Cセレスティア\nグレゴリー、調子はどうかしら。\nこっちの世界には慣れた？\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x0C\nグレゴリー\nまあまあだな。元いた世界と、\n似ているようで違うことが多くて戸惑うが…\x0E\x04\x02\x00
MID_RELIANCE_C_#003	概ね馴染んできたと思ってる。\nはやく戦争を終わらせて、平和にしたいもんだ。\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x0E\x0Cセレスティア\nこの世界ではまた、\n新たな敵と対峙しないといけないものね。\x0E\x04\x02\x00
MID_RELIANCE_C_#005	来たからには神竜様のお役に立てるよう\n四翼として頑張らなきゃ。\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x0C\nグレゴリー\n…モーヴも、連れてきたかったな。\n四人で来られたら、最高だった。\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0E\x0Cセレスティア\nそれは、いつも思っているわ。\nモーヴのおかげで私たちは生きているのだもの。\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x0C\nグレゴリー\nあいつが四翼を始めてくれたから、\n俺たちは今も、こうして一緒にいられてる。\x0E\x04\x02\x00
MID_RELIANCE_C_#009	なのに、最初にいなくなるなんて。\nあの時無理やりにでも俺が代われば…\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0E\x0Cセレスティア\nそれはダメ。\nモーヴは、私たちに生きてほしかったの。\x0E\x04\x02\x00
MID_RELIANCE_C_#011	思いを継いでくれと願っていた…\nだから、あなたに副官を託したのよ。\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0C\nグレゴリー\nったく、なんで俺なんかに。\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x0E\x0Cセレスティア\n年功序列ってやつじゃないかしら？\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0C\nグレゴリー\nこの前の仕返しか？\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0E\x0Cセレスティア\nふふ、冗談よ。\x0E\x04\x02\x00
MID_RELIANCE_C_#016	あなたが副官な理由はわかるわ。\n仲間を守って、勇敢に戦えるもの。\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0C\nグレゴリー\n俺は逃げ続けてただけだったぜ。\nもしかしたら、今もそうかもしれない。\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0E\x0Cセレスティア\n…何言ってるのよ。\nそんなわけないでしょう？\x0E\x04\x00\x00
MID_RELIANCE_C_#019	\x0E\x03\x02\x0C\nグレゴリー\n急に真面目な声出してどうしたんだよ。\x0E\x04\x00\x00
MID_RELIANCE_C_#020	\x0E\x03\x02\x0E\x0Cセレスティア\n切っ掛けを作ってくれたのはモーヴよ。\nでも、それを続けようとしたのは、私たち四人の意志。\x0E\x04\x02\x00
MID_RELIANCE_C_#021	グレゴリーは逃げてなんかいないわ。\n自信を持って。あなたは、四翼の副官なのだから。\x0E\x04\x00\x00
MID_RELIANCE_C_#022	\x0E\x03\x02\x0C\nグレゴリー\n…ああ。\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x021\n\x0E\x03\x00\x10\nグレゴリー\x022\n\x0E\x03\x02\x0E\x0Cセレスティア\n昔話を聞いてほしいの。\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0C\nグレゴリー\n昔話？　いつのだ。\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0E\x0Cセレスティア\n私とグレゴリーが出会う少し前。\nまだ私たちの神竜様が生きておられた頃ね。\x0E\x04\x00\x00
