MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cセレスティア\x022\n\x0E\x03\x02\x0A\x08リュール\nセレスティア。\nまだ休んでいなかったんですね。\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x0E\x0Cセレスティア\n武器の整理をしていて。\n今終わったところなんです。\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0A\x08リュール\nよかったら、今度からは声をかけてください。\n私も手伝いますから。\x0E\x04\x02\x00
MID_RELIANCE_C_#004	セレスティアはあれこれ気づいてくれるので、\n本当に助かっています。\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x0E\x0Cセレスティア\n私がしたくて勝手にしていることですので。\n神竜様こそ、今日も素晴らしいご活躍でしたわ。\x0E\x04\x02\x00
MID_RELIANCE_C_#006	仲間を守ろうと戦う勇姿、とても素敵でした。\nお疲れの出ないようになさってくださいね。\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0A\x08リュール\nありがとうございます。\nたくさん食べて休むので、大丈夫ですよ。\x0E\x04\x02\x00
MID_RELIANCE_C_#008	そうそう、今日の食事は美味しかったですね。\n野菜の入ったスープが絶品で…\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0E\x0Cセレスティア\nそれは美味しそうですわね。\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0A\x08リュール\nごめんなさい。食事はまだでしたか。\n片付けが今終わったのなら、これから…？\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x0E\x0Cセレスティア\nいえ、すっかり忘れていました。食事のこと。\n最後に食べたのは確か…\x0E\x04\x02\x00
MID_RELIANCE_C_#012	三日ほど前だったような。\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x0A\x08リュール\n三日前！？\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0E\x0Cセレスティア\n特にお腹は空いていませんし。それよりも、\nみんなのためにしてあげたいことが多くて。\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0A\x08リュール\nそ、そんなのいけません！\n来てください、セレスティア！\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0E\x0Cセレスティア\n神竜様？\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0A\x08リュール\nきちんと食べないと体がもちませんよ。\nお腹が空いて倒れてしまうかもしれません。\x0E\x04\x02\x00
MID_RELIANCE_C_#018	これからは、セレスティアが食事をしているか、\nしっかり確認させてもらいますからね！\x0E\x04\x00\x00
