MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ジェーデ_兜あり\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x06\x04ボネ\nJade? What are you doing?\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nPracticing mindfulness.\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x06\x04ボネ\nAh... I heard a rumor that you deal with stress\nby meditating in your armor. Seems it was true.\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nDid you need help with something?\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x06\x04ボネ\nIt's just that you look so appetizing.\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nExcuse me?\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x06\x04ボネ\nYour armor-clad stillness─it calls to mind one\nof my favorite dishes.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x06\x04ボネ\nYou take a crabshell, stuff it with vegetables,\nmeats, and rice, and stew it for three days.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x06\x04ボネ\nOh... I'm getting hungry.\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nYou're making it difficult to meditate, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x06\x04ボネ\nAw, I can almost taste them...\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x06\x04ボネ\nThose hearty bites of sumptuous stuffed crab...\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nPlease go away, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x06\x04ボネ\nOh, was I bothering you? Farewell, then.\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x01\x06\x04ボネ\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n...\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nNow I'm getting hungry.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x06\x04ボネ\nGood news, Jade. I am going to treat you to\nthat stuffed crab stew we discussed.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nI don't recall any such discussion.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x06\x04ボネ\n"Jade's Repose." That would be a good name\nfor it, don't you think?\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0A\x08ジェーデ\nOh. Right. I remember now.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08ジェーデ\nYou kept talking at me while I meditated inside\nmy armor. Then you compared me to seafood.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0A\x08ジェーデ\nIt involved something like...cramming different\ningredients into crab shells.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x06\x04ボネ\nYes, yes. Anyway, that armor of yours...\nMay I have a lick?\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08ジェーデ\nThis conversation is over.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x06\x04ボネ\nYour armor may prove to be an interesting\nsubstitute for a crab shell. So much room...\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x06\x04ボネ\nAt what heat does one stew metal, I wonder?\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0A\x08ジェーデ\nYou're not getting anywhere near my armor.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0A\x08ジェーデ\nYou're also...very obviously not listening to me.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x06\x04ボネ\nCome again? Oh, yes. Sorry.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08ジェーデ\nI will admit, this chat is making me very hungry.\nAre you going to cook that stew or not?\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x06\x04ボネ\nYes, of course. Nothing is finer than sharing a\nmeal with a friend.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0A\x08ジェーデ\nYes, as long as that's all this arrangement is─a\nfriend sampling the cooking of another friend.\x0E\x04\x00\x00
