MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x12\x0Cセレスティア\x022\n\x0E\x03\x02\x0E\x0Cセレスティア\nI brought you something to eat, Lady Veyle.\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x0A\x08ヴェイル\nAaah! Zephia...\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0E\x0Cセレスティア\nUmm...\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x0A\x08ヴェイル\nNo. It's Zelestia, isn't it? I'm sorry. Forget I\nsaid anything.\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x0E\x0Cセレスティア\nAre you all right? You appear to be sweating.\x0E\x04\x02\x00
MID_RELIANCE_C_#006	If you'll allow me, I can dab away the sweat\nfor you.\x0E\x04\x02\x00
MID_RELIANCE_C_#007	Here, it won't take but a moment.\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x0A\x08ヴェイル\nAh, no! It's fine. I can do it myself.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0E\x0Cセレスティア\nPlease, it's no bother at all. I want to take care\nof you.\x0E\x04\x02\x00
MID_RELIANCE_C_#010	I could help with your hair! It's so pretty. I bet it\nwould look lovely done up.\x0E\x04\x02\x00
MID_RELIANCE_C_#011	Oh, I know! I could braid it for you.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0A\x08ヴェイル\nTh-thank you...\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x0E\x0Cセレスティア\n♪Hmm hm-hm─♪ Oh...\x0E\x04\x02\x00
MID_RELIANCE_C_#014	Umm... How do you braid someone else's\nhair again?\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0A\x08ヴェイル\nWhat?\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0E\x0Cセレスティア\nOh, I remember! If I were doing my own, I would\ncross one lock of hair over like so, and...\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0A\x08ヴェイル\nOw, ow, ow! It hurts when you pull it that hard!\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0E\x0Cセレスティア\nI'm sorry! Dear me, it's tangled now... Um, how\ndo I, uh...\x0E\x04\x00\x00
MID_RELIANCE_C_#019	\x0E\x03\x02\x0A\x08ヴェイル\nOh my... It's really tangled now. I'll fix it later.\nDon't worry about it.\x0E\x04\x00\x00
MID_RELIANCE_C_#020	\x0E\x03\x02\x0E\x0Cセレスティア\nI'm truly sorry. I'll take my leave before I make\nthings any worse.\x0E\x04\x02\x00
MID_RELIANCE_C_#021	Aaah... I forgot to leave your meal.\x0E\x04\x00\x00
MID_RELIANCE_C_#022	\x0E\x03\x02\x0A\x08ヴェイル\nHeh...\x0E\x04\x02\x00
MID_RELIANCE_C_#023	Zelestia's a bit overzealous, isn't she? It's...\nrather unexpected.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x12\x0Cセレスティア\x022\n\x0E\x03\x02\x0E\x0Cセレスティア\nAre you tired, Lady Veyle? You don't look well.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08ヴェイル\nDo you think so? I feel fine.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0E\x0Cセレスティア\nWere you injured in the battle earlier? Does\nanything hurt?\x0E\x04\x00\x00
