MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAh, te voilà, Clanne !\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x08\x06クラン\nHm ? Oh pardon. Bonjour, Princesse Hortensia.\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOui, c'est bien moi ! La princesse du puissant\nroyaume d'Elusia...\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nHortensia ! You-hou hou ! Wouhou !\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x08\x06クラン\nD'accord... Vous attendez quelque chose ?\nJe veux dire, de moi ?\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x0E\x0Cオルテンシア\nEh bien, mon petit doigt m'a dit...\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0E\x0Cオルテンシア\nToi, mon petit Clanne chéri, tu es\nle président de mon fan-club !\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x08\x06クラン\nQuoi ?\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0E\x0Cオルテンシア\nComment ça, « quoi » ?\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0E\x0Cオルテンシア\nEh bien, je ne sais pas, moi... Ne devrais-tu pas\nêtre aux anges ? Ton idole est en face de toi\net te parle !\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x08\x06クラン\nHm, Princesse Hortensia, je crains que\nvous fassiez erreur...\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0E\x0Cオルテンシア\nErreur ? Comment ça ?\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x08\x06クラン\nEh bien... le fan-club dont je suis le président...\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x04\x03\x04
MID_RELIANCE_C_#015	\x0E\x03\x02\x0E\x0Cオルテンシア\nJ'écoute !\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0E\x0Cオルテンシア\nTu es le président d'un fan-club\nde \x0E\x0A\x00F&ton propre seigneur\x1Cta propre dame ?\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x08\x06クラン\nJe suis désolé pour... le malentendu.\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0E\x0Cオルテンシア\nAh... C'est embarrassant...\x0E\x04\x00\x00
MID_RELIANCE_C_#019	\x0E\x03\x02\x0E\x0Cオルテンシア\nAttends ! Clanne ! La princesse d'Elusia\na une mission à te confier !\x0E\x04\x00\x00
MID_RELIANCE_C_#020	\x0E\x03\x02\x08\x06クラン\nQ-Quoi ?\x0E\x04\x00\x00
MID_RELIANCE_C_#021	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe te demande... de fonder mon fan-club !\x0E\x04\x00\x00
MID_RELIANCE_C_#022	\x0E\x03\x02\x08\x06クラン\nMais je ne suis pas à votre service !\x0E\x04\x00\x00
