MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x00\x0A\x04チキ\x023\n\x0E\x03\x02\x0A\x08リュール\nEste sitio es como un horno.\n¿Seguro que hay un brazalete Emblema aquí?\x0E\x04\x00\x00
MID_OP1_#002	\x0E\x03\x02\x06\x04チキ\nMmm... ¡Sí! ¡Aquí está!\n¡Es el Brazalete del Estratega!\x0E\x04\x00\x00
MID_OP1_#003	\x0E\x03\x02\x0A\x08リュール\nEso es genial. Gracias, Tiki.\nInvocaré al Emblema ahora mismo.\x0E\x04\x02\x00
MID_OP1_#004	¡Aconséjanos, Emblema de la Perspicacia!\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nAsí que por fin ha llegado el momento...\nMentiría si dijese que me alegro.\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0A\x08リュール\nHola. Gracias por acudir a nuestra llamada.\nSoy el Dragón Divino \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x0A\x08セネリオ\nY yo soy Soren.\nSupongo que habéis venido a pedirme ayuda.\x0E\x04\x02\x00
MID_OP2_#004	Preferiría que fueseis a importunar\na otra gente.\x0E\x04\x00\x00
MID_OP2_#005	\x0E\x03\x02\x0A\x08リュール\n¿Perdona?\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0A\x08セネリオ\nSolo soy leal a cierta persona. Y tú no eres él.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x0A\x08リュール\nPor favor, no digas eso. Necesitamos tu ayuda.\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x02\x0A\x08セネリオ\nVeo que estás \x0E\x0A\x00$\x10empeñado\x10empeñada en doblegar\nmis reticencias.\x0E\x04\x02\x00
MID_OP2_#009	Si de verdad tu situación es tan desesperada,\nno debe de quedarte otra alternativa.\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0A\x08リュール\nTienes razón, pero preferiría llegar\na un acuerdo.\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x0A\x08セネリオ\n(...)\x0E\x04\x02\x00
MID_OP2_#012	Está bien. Si me demuestras estar a la altura,\nme lo pensaré.\x0E\x04\x00\x00
MID_OP2_#013	\x0E\x03\x02\x0A\x08リュール\n¿De verdad? ¿Eso harías?\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x0A\x08セネリオ\nQué remedio. No pareces el tipo de persona\nque acepta un no por respuesta.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x02\x0A\x08リュール\nSea como sea, me alegra oír eso.\nGracias, Emblema Soren.\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x02\x0A\x08セネリオ\nSolo he mencionado que me lo pensaría.\nEstá visto que escuchar no es tu fuerte, ¿no?\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セネリオ\x02b\n\x0E\x05\x01\x16\x08セネリオ\nAngry\n\x0E\x03\x02\x0A\x08セネリオ\nVenga, acabemos con esto de una vez.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\n¡Bombas volcánicas!\nEvitad las zonas donde puedan caer.\x0E\x04\x00\x00
