MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ジェーデ_兜あり\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n(...)\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x06\x04ボネ\n¿Jade? ¿Qué estás haciendo?\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nEjercicios de meditación.\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x06\x04ボネ\nHabía oído por ahí que combates el estrés\nmeditando en tu armadura. Veo que era cierto.\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x12\x10ジェーデ_兜あり\n¿Se te ofrece alguna cosa?\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x06\x04ボネ\nEs solo que tienes un aspecto tan apetitoso...\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x12\x10ジェーデ_兜あり\n¿Perdona?\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x06\x04ボネ\nEsa calma acorazada...\nMe recuerda a uno de mis platos favoritos.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x06\x04ボネ\nSe coge el caparazón de un cangrejo, se rellena\nde verdura, carne y arroz, y se cuece tres días.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x06\x04ボネ\nOh... Qué hambre me está entrando...\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nAsí me cuesta concentrarme, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x06\x04ボネ\nCasi que puedo percibir el sabor...\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x06\x04ボネ\nEsos opíparos bocados de cangrejo relleno...\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nPor favor, lárgate, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x06\x04ボネ\nAh, ¿te estaba incordiando? Me marcho, pues.\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x01\x06\x04ボネ\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n(...)\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x12\x10ジェーデ_兜あり\nAhora soy yo la que tiene hambre.\x0E\x04\x00\x00
