MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMmm...\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x0A\x08ヴェイル\nEsto... ¿Por qué me miras así?\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0C\nシトリニカ\nSiento curiosidad...\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x0A\x08ヴェイル\n¿Curiosidad? ¿Sobre qué?\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x0C\nシトリニカ\nQué... modesta.\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x0A\x08ヴェイル\nNo te entiendo...\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x0C\nシトリニカ\nEres una princesa y, aun así,\nno llevas ni una mísera joya.\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x0C\nシトリニカ\nTu vestimenta es muy... ¡modesta!\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x0A\x08ヴェイル\n¿Y eso qué más te da a ti?\nQuizá no sea mi destino andar engalanada.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0C\nシトリニカ\nClaro, lo entiendo.\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x0C\nシトリニカ\nY, a pesar de ello... Siento la inexplicable\nnecesidad de sacar a relucir tu realeza.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0A\x08ヴェイル\nPues lamento que mi... sobriedad te moleste.\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x0C\nシトリニカ\nAy, perdóname, lady Veyle.\nNo era mi intención ofenderte.\x0E\x04\x00\x00
MID_RELIANCE_C_#014	\x0E\x03\x02\x0C\nシトリニカ\nTú no te preocupes\ny deja que yo me encargue.\x0E\x04\x00\x00
MID_RELIANCE_C_#015	\x0E\x03\x02\x0A\x08ヴェイル\nEncargarte... Espera, ¿a qué te refieres?\x0E\x04\x00\x00
MID_RELIANCE_C_#016	\x0E\x03\x02\x0C\nシトリニカ\nA ver, podríamos empezar\npor la vestimenta básica.\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0C\nシトリニカ\nAunque el estilo de vida suele influenciar\ndirectamente al vestir, así que quizá...\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x01\x0C\nシトリニカ\n\x0E\x03\x02\x0A\x08ヴェイル\n¿A qué ha venido eso?\nNo sé si quiero averiguarlo.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x02\x0A\x08ヴェイル\nEs fascinante la cantidad de gemas\nque lleva este vestido. Es tan brillante...\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0C\nシトリニカ\n¿Te gusta tu nuevo vestido, lady Veyle?\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0A\x08ヴェイル\n¿Mi vestido? Oh, no puedo quedármelo.\nEs demasiado valioso.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0C\nシトリニカ\n¿En serio? Estaba segura de\nque te iría como un guante...\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08ヴェイル\nOtra cosa... ¿Por qué dice este papel que poseo\n"una isla desierta rodeada de preciosas playas"?\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nシトリニカ\nTambién incluye una villa privada.\nUn bonito vestido necesita un bello paisaje.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0A\x08ヴェイル\nSupongo... pero no puedo aceptar una isla\ndesierta ni un vestido cubierto de gemas.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0C\nシトリニカ\n¿Solo esta corona entonces? La he encargado\nespecialmente para ti, lady Veyle.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08ヴェイル\n¡Oh, es preciosa!\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0A\x08ヴェイル\n¡Ah, no! ¡No puedo! No necesito nada de esto.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0C\nシトリニカ\nPero, pero... ¿no podrías aceptar\nal menos una de estas cosas?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nシトリニカ\n¿Por mí?\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08ヴェイル\n¿Por ti? ¿Qué quieres decir?\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08ヴェイル\nAh.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08ヴェイル\nLo comprendo.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0A\x08ヴェイル\nNo son regalos, sino ofrendas.\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08ヴェイル\nComo cuando los fieles de Elusia\nme traían esas ofrendas tan ostentosas...\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0A\x08ヴェイル\nLo hacían porque creían que así\nsus deseos y sus plegarias se cumplirían.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0C\nシトリニカ\n¿De verdad? Vaya.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0A\x08ヴェイル\nNo voy a aceptar nada de ti, Citrinne.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0A\x08ヴェイル\nQué decepción...\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0A\x08ヴェイル\nSolo quería que fuésemos amigas.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x0C\nシトリニカ\nOh... Lady Veyle...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x02\x0C\nシトリニカ\n¿Lady Veyle? ¿Tienes un momento?\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08ヴェイル\nSupongo.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nQuiero que sepas... que yo solo quería\nser tu amiga, lo digo en serio.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nPero parece que mis acciones solo lo han\nempeorado todo. Te pido disculpas por ello.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08ヴェイル\n(...)\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08ヴェイル\nAntes de aceptar tu disculpa,\ntengo que preguntarte una cosa.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0A\x08ヴェイル\n¿A qué te referías cuando dijiste\nque querías que aceptara tus regalos por ti?\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nシトリニカ\nQuería ver mi cosa favorita...\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nシトリニカ\nLa sonrisa de una amiga.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08ヴェイル\n¿Querías... ver mi sonrisa?\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nシトリニカ\nSí. Por eso te pedí que los aceptaras por mí.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08ヴェイル\nEl vestido, la isla, la corona...\n¿No eran ofrendas? Sino regalos... para mí.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0C\nシトリニカ\nTe prometo que esa era mi intención.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0C\nシトリニカ\nPensé que recibir regalos dignos\nde una princesa te haría sonreír.\x0E\x04\x00\x00
