MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カゲツ\x022\n\x0E\x03\x02\x08\x06カゲツ\nEres Boucheron de Firene, ¿no es así?\nPareces formidable...\x0E\x04\x00\x00
MID_RELIANCE_C_#002	\x0E\x03\x02\x08\x06カゲツ\nPor eso, yo, Kagetsu de Elusia,\n¡deseo desafiarte a un duelo de práctica!\x0E\x04\x00\x00
MID_RELIANCE_C_#003	\x0E\x03\x02\x0C\nブシュロン\nVeo que tienes buen ojo. Acepto el desafío.\x0E\x04\x00\x00
MID_RELIANCE_C_#004	\x0E\x03\x02\x08\x06カゲツ\n¡Excelente! ¡Dejemos que hablen\nnuestras armas!\x0E\x04\x00\x00
MID_RELIANCE_C_#005	\x0E\x03\x02\x08\x06カゲツ\n¡Ja! ¡Jiaaaa!\x0E\x04\x00\x00
MID_RELIANCE_C_#006	\x0E\x03\x02\x0C\nブシュロン\nNo está mal, pero ¡falta ímpetu!\x0E\x04\x00\x00
MID_RELIANCE_C_#007	\x0E\x03\x02\x08\x06カゲツ\n¡Ha sido un duelo epopéyico!\nPero dejémoslo por hoy.\x0E\x04\x00\x00
MID_RELIANCE_C_#008	\x0E\x03\x02\x08\x06カゲツ\n¡He de decir que ha sido fantástico!\nNo me has decepcionado.\x0E\x04\x00\x00
MID_RELIANCE_C_#009	\x0E\x03\x02\x08\x06カゲツ\nTu poderío físico te permite pegar fuerte,\npero también eres ágil para defenderte.\x0E\x04\x00\x00
MID_RELIANCE_C_#010	\x0E\x03\x02\x0C\nブシュロン\nTú tampoco estuviste mal. Jamás había visto\nsemejantes movimientos. Son difíciles de parar.\x0E\x04\x00\x00
MID_RELIANCE_C_#011	\x0E\x03\x02\x08\x06カゲツ\n¿De veras? Será porque los he aprendido\nen mi país de origen.\x0E\x04\x00\x00
MID_RELIANCE_C_#012	\x0E\x03\x02\x0C\nブシュロン\n¿No eres de Elusia?\x0E\x04\x00\x00
MID_RELIANCE_C_#013	\x0E\x03\x02\x08\x06カゲツ\nPues no. Procedo de una tierra lejana\nque tiene una cultura única.\x0E\x04\x00\x00
